id,user_id,company_id,type,permission,is_deleted,create_date,status,modify_date
352,38860,40473,1,[],0,2026-06-24 11:14:27,0,2026-06-24 11:14:27
353,40265,40473,1,[],0,2026-06-24 13:38:56,0,2026-06-24 13:38:56
354,38872,40473,1,[],0,2026-06-24 13:39:12,0,2026-06-24 13:39:12
355,18,40473,1,[],0,2026-06-24 13:39:26,0,2026-06-24 13:39:26
356,40471,40473,1,[],1,2026-06-24 13:45:42,0,2026-06-24 13:45:42
357,40476,40477,1,[],0,2026-06-24 16:47:34,0,2026-06-24 16:47:34
358,40478,40479,1,[],0,2026-06-24 17:02:37,0,2026-06-24 17:02:37
359,40482,40483,1,[],0,2026-06-24 17:34:45,0,2026-06-24 17:34:45
360,40290,40492,1,[],0,2026-06-25 14:38:04,0,2026-06-25 14:38:04
361,40494,40495,1,[],0,2026-06-26 16:08:12,0,2026-06-26 16:08:12
362,40499,40505,1,[],0,2026-06-29 13:07:37,0,2026-06-29 13:07:37
363,38872,40506,1,[],0,2026-06-29 13:15:27,0,2026-06-29 13:15:27
364,40513,40514,1,[],0,2026-06-29 16:31:01,0,2026-06-29 16:31:01
365,38872,40505,1,[],0,2026-06-29 16:39:07,0,2026-06-29 16:39:07
366,40499,39072,1,[],0,2026-06-30 11:40:10,0,2026-06-30 11:40:10
367,40515,40516,1,[],0,2026-06-30 13:09:22,0,2026-06-30 13:09:22
368,40518,40519,1,[],0,2026-06-30 14:57:39,0,2026-06-30 14:57:39
369,40520,40521,1,[],0,2026-06-30 14:59:53,0,2026-06-30 14:59:53
370,40522,40524,1,[],0,2026-06-30 15:13:09,0,2026-06-30 15:13:09
371,40525,40526,1,[],0,2026-06-30 15:27:32,0,2026-06-30 15:27:32
372,40515,39256,1,[],0,2026-06-30 15:51:28,0,2026-06-30 15:51:28
373,40530,40531,1,[],0,2026-07-01 11:03:31,0,2026-07-01 11:03:31
374,40532,40533,1,[],0,2026-07-01 11:08:39,0,2026-07-01 11:08:39
375,40534,40537,1,[],0,2026-07-01 11:47:36,0,2026-07-01 11:47:36
376,40265,40539,1,[],0,2026-07-01 12:23:03,0,2026-07-01 12:23:03
377,40290,40505,1,[],0,2026-07-01 13:11:04,0,2026-07-01 13:11:04
378,40534,40473,1,[],0,2026-07-01 13:25:47,0,2026-07-01 13:25:47
379,40599,40600,1,[],0,2026-07-03 17:08:50,0,2026-07-03 17:08:50
380,40614,40615,1,[],0,2026-07-04 11:47:32,0,2026-07-04 11:47:32
381,40624,40625,1,[],0,2026-07-04 13:50:57,0,2026-07-04 13:50:57
382,40626,40627,1,[],0,2026-07-04 13:56:47,0,2026-07-04 13:56:47
383,40628,40629,1,[],0,2026-07-04 14:50:16,0,2026-07-04 14:50:16
384,40628,39072,1,[],0,2026-07-04 16:46:04,0,2026-07-04 16:46:04
385,40657,40658,1,[],0,2026-07-08 11:29:43,0,2026-07-08 11:29:43
386,40659,40662,1,[],0,2026-07-08 17:25:20,0,2026-07-08 17:25:20
387,18,40662,1,[],0,2026-07-08 17:26:45,0,2026-07-08 17:26:45
388,40659,39256,1,[],0,2026-07-08 18:03:15,0,2026-07-08 18:03:15
389,14,39256,1,[],0,2026-07-09 17:05:42,0,2026-07-09 17:05:42
390,39374,40473,1,[],0,2026-07-10 13:41:09,0,2026-07-10 13:41:09
