id,parent_id,title,name,description,image,position,subTitle,header,footer,link,sort_order,metaTitle,metaKeyword,title1,description1,title2,description2,additionalImage,metaDescription,sort_order_footer,status,create_date,modify_date
1,0,,Home,,uploads/images/1738578510_a0e54df8c7785854ba53.png,0,,1,0,home,0,CollarCheck ,CollarCheck ,,,,,,"At CollarCheck advance your career on India&#x27;s best job site. Apply to desired job opportunities, connect with various employers, and find your perfect fit across top companies and locations. Sign up today.",0,,2025-02-03 15:56:59,2025-02-03 15:59:15
