id,name,status,user_id,user_defined,create_date,modify_date
17631,Gcloud,1,2670,1,,
17632,Digital Ocean,1,2670,1,,
17633,Scss,1,2670,1,,
17634,Node Js,1,2670,1,,
17635,Prisma,1,2670,1,,
17636,Social Auth,1,2670,1,,
17637,Socket .Io,1,2670,1,,
17638,Jest,1,2670,1,,
17639,Material,0,2670,1,,
17640,Echart Js,1,2670,1,,
17641,Jwt,1,2670,1,,
17642,Nest Js,1,2670,1,,
17643,Aml,1,2891,1,,
17644,Sanction Screening,1,2891,1,,
17645,Transaction Monitoring,1,2891,1,,
17646,Codelgniter,1,2,1,,
17647,Los,1,2891,1,,
17648,Apms,1,2891,1,,
17649,Accounts,1,3026,1,,
17650,Client Acquisition & Retention,1,2241,1,,
17651,Understanding Of Complete Logistics Solution,0,2241,1,,
17652,Achieve Monthly / Annual Revenue Budget,1,2241,1,,
17653,Security Guard,1,3085,1,,
17654,Employees Engagement Activity,1,3146,1,,
17655,Ats And Hrms,1,3146,1,,
17656,Codeignitor,1,3170,1,,
17657,Doctor,1,3172,1,,
17658,Mbbs,1,3172,1,,
17659,Md,1,3172,1,,
17660,General Physician,1,3172,1,,
17661,Kotlin,1,3135,1,,
17662,"Mastery Of Windows Server Technologies, Networking, Scripting, And Cloud Computing",0,2921,1,,
17663,"?	Beincs/It,Msccs,Mcs,Mcascience.",0,2921,1,,
17664,?	4-6 Years Of Experience In .Net Development.,0,2921,1,,
17665,"?	Expertise In .Net 8, Asp.Net Core Web Api Development.",0,2921,1,,
17666,?	Strong Experience With Sql Server Database And Entity Framework.,0,2921,1,,
17667,"?	Proficiency In Unit Testing Frameworks Like Xunit, Coverlet.",0,2921,1,,
17668,?	Knowledge Of Sso (Single Sign-On) Implementation.,0,2921,1,,
17669,?	Hands-On Experience With Azure Services,0,2921,1,,
17670,"?	Experience With Ci/Cd Pipelines, Devops, And Cloud Deployments.",0,2921,1,,
17671,"?	Strong Understanding Of Restful Apis, Microservices Architecture, And Best Security Practices.",0,2921,1,,
17672,"?	Excellent Problem-Solving, Debugging, And Analytical Skills.",0,2921,1,,
17673,?	Strong Understanding Of Object-Oriented Programming (Oop) Concepts And Design Patterns.,0,2921,1,,
17674,"?	Experience With Html, Css, Javascript, And Front-End Technologies.",0,2921,1,,
17675,"?	Proficiency In Mysql, With Expertise In Database Schema Design And Query Optimization.",0,2921,1,,
17676,?	Experience In Building And Integrating Rest Apis.,0,2921,1,,
17677,"?	Knowledge Of Chart.Js, D3.Js, Highcharts, Or Apache Echarts.",0,2921,1,,
17678,?	Experience With Payment Gateway Integration.,0,2921,1,,
17679,"?	Development Experience On Linux Machine (Lamp), Devops Knowledge Is Desirable",0,2921,1,,
17680,"?	Experience With Redis, Cache Management",0,2921,1,,
17681,"?	Proven Ability To Write Clean, Maintainable, And High-Quality Code.",0,2921,1,,
17682,?	Familiarity With Git And Version Control Workflows.,0,2921,1,,
17683,?	Strong Problem-Solving Skills And Ability To Troubleshoot Application Issues Efficiently.,0,2921,1,,
17684,"?	Ability To Work Independently And As Part Of A Team, Delivering Projects On Time With A Focus On Performance And Scalability.",0,2921,1,,
17685,"Key Responsibilities ? Work Effectively In A Team Environment With A Pleasant, Professional, And Courteous Demeanor. ? Manage And Process Medical Prescriptions Accurately, Ensuring Compliance With Us Healthcare Regulations (E.G., Hipaa). ? Provide Supp",0,2921,1,,
17686,#NAME?,0,2921,1,,
17687,Excellent Communication Skills And Client Handling Experience,0,2921,1,,
17688,"Lead And Mentor A Team Of React Native Developers, Setting Clear Goals, Reviewing Code, And Guiding Them Technically. ? Drive Sprint Planning, Task Allocation, And Delivery Of Mobile Features Within Timelines. ? Foster A Strong Engineering Culture Focus",0,2921,1,,
17689,"Architect, Develop, And Maintain Robust Mobile Applications Using React Native. ? Collaborate With Ui/Ux Designers For Pixel-Perfect Implementation. ? Integrate With Restful And Graphql Apis From Backend Services. ? Conduct Performance Tuning, Memory O",0,2921,1,,
17690,Proven End-To-End Development Of Apps—Ideally Having Led Such Initiatives. ? A Long-Term Vision Of Continuing In A Hands-On Mobile Development Role. ? Deep Knowledge Of Mobile Platform Limitations And Capabilities. ? Strong Background In State Manageme,0,2921,1,,
17691,"Experience With Ci/Cd, Version Control (Git), Code Reviews, And Automated Testing In Mobile Workflows. ? Familiarity With Offline Capabilities, Background Sync, And Mobile Performance Tools",0,2921,1,,
17692,English Hindi,1,3205,1,,
17693,Customer Representatives Account,1,3205,1,,
17694,"Php,Mysql,Html ,Css,Javascript,Juery",0,3210,1,,
17695,English Communication,1,3219,1,,
17696,Crm  & Planner And Admin,0,3225,1,,
17697,Crm & Planner And Admin,0,3225,1,,
17698,RERA Compliance,1,3261,1,,
17699,Iti/Diploma,0,3302,1,,
17700,Strong Negotiation Skills,1,2241,1,,
17701,Handling Procurement,1,2241,1,,
17702,"End To End Recruitment, Client Management",0,3466,1,,
17703,"Sourcing, Screening, Interview, Onboarding",0,3466,1,,
17704,End To End Recruitment,1,3466,1,,
17705,Ats,1,3466,1,,
17706,Operations,1,3466,1,,
17707,Orders Picking,1,2921,1,,
17708,Parcel Scening,1,2921,1,,
17709,Woo Commerce,1,3508,1,,
17710,Web Developer Intern,1,3568,1,,
17711,Advance Excel,1,3584,1,,
17712,Tally Prime,1,3584,1,,
17713,Microservices,1,3599,1,,
17714,Web Api,1,3599,1,,
17715,Java 8,1,3599,1,,
17716,Material Quality Management,1,3625,1,,
17717,Site Explore,1,3625,1,,
17718,"Machine Learning,Python,Sql,Etl Powerbi,Excel",0,3629,1,,
17719,"Data Science, Data Engineer, Data Analyst",0,3629,1,,
17720,Life Insurance Sales & Target Achievement,0,3636,1,,
17721,"Business Development & Lead Generation (Walk-Ins, Referrals, Data Mining)",0,3636,1,,
17722,Sales Conversion & Branch-Level Productivity Enhancement,0,3636,1,,
17723,Training & Activation Of Bank Employees,1,3636,1,,
17724,Customer Servicing & Onboarding,1,3636,1,,
17725,Relationship Management With Bank Branch Staff & Managers,1,3636,1,,
17726,Deduction,1,3670,1,,
17727,"Profile Screening , Interviewing",0,3675,1,,
17728,Inventory Skills,1,2921,1,,
17729,Coordinate With Operations,1,3684,1,,
17730,SRS,1,3694,1,,
17731,BRD,1,3694,1,,
17732,Blockchain,1,3694,1,,
17733,NFT,1,3694,1,,
17734,Ethereum,1,3694,1,,
17735,Smart Contract,1,3694,1,,
17736,Altryx,1,3694,1,,
17737,Teaching And Administration,1,3770,1,,
17738,Teacher,1,3793,1,,
17739,Pre Primary Teacher,1,3793,1,,
17740,Teaching And Management,1,3790,1,,
17741,Configuration,1,3806,1,,
17742,Industrial Psychology,1,3947,1,,
17743,Performance Evaluation,1,3947,1,,
17744,Market Research & Recruitment Trends,1,3947,1,,
17745,Employee Satisfaction Analysis,1,3947,1,,
17746,Corporate Training,1,3947,1,,
17747,Strategic Od Planning,1,3947,1,,
17748,Change Management Interest,1,3947,1,,
17749,Understanding Of Hr Systems And Strategic Hr,1,3947,1,,
17750,Burger Singh,1,3990,1,,
17751,Flask,1,4005,1,,
17752,Data Processing,1,4062,1,,
17753,Ppt,1,4062,1,,
17754,Word Document,1,4062,1,,
17755,Solution Consultant,1,4057,1,,
17756,C++  Programming,1,4108,1,,
17757,C Programming,1,4108,1,,
17758,Interview Scheduling,1,4331,1,,
17759,Offer Letter,1,4331,1,,
17760,Technical And Customer Support,1,3890,1,,
17761,"Operation Monitoring, Complaint Resolution",0,3890,1,,
17762,Providing Quality Feedback,1,3890,1,,
17763,Handling Team,1,3890,1,,
17764,Maintaining Team Productivity Daily Targets,1,3890,1,,
17765,Docker,1,4435,1,,
17766,C#,1,4435,1,,
17767,Personal Hygine,1,2241,1,,
17768,Feeding & Nutrition Assistance,1,2241,1,,
17769,Medication Reminders,1,2241,1,,
17770,"Mobility Assistance (Wheelchair, Walking Support)",1,2241,1,,
17771,Toileting & Diaper Changing,1,2241,1,,
17772,First Aid Awareness,1,2241,1,,
17773,Power Query,1,4474,1,,
17774,"Eperience With Node.Js , Next.Js, Express.Js, Mongodb",0,4486,1,,
17775,"Html,  Css,  Tailwind Css, Javascript, Bootstrap, Basic React,Sql, Mysql, Postgresql",0,4486,1,,
17776,"Html,Css",0,4486,1,,
17777,Communication Skills,1,4516,1,,
17778,Springboot,1,4475,1,,
17779,Nats Messaging,1,4475,1,,
17780,Kubernetes,1,4475,1,,
17781,Selenium Webdriver,1,4577,1,,
17782,Quality Inspection,1,4598,1,,
17783,Product Design And Development,1,4598,1,,
17784,Fabrication,1,4598,1,,
17785,Measurements And Metrology,1,4598,1,,
17786,Product Listing,1,4632,1,,
17787,"Html,Css,Javascript",0,4652,1,,
17788,Ms Ecxel,1,4652,1,,
17789,Pndt,1,4737,1,,
17790,Brand Identity,1,4743,1,,
17791,Packaging Design,1,4743,1,,
17792,Infographic Design,1,4743,1,,
17793,Social Media Post,1,4743,1,,
17794,Ad Creatives,1,4743,1,,
17795,Brand Strategy,1,4743,1,,
17796,Design System,1,4757,1,,
17797,Sitemap,1,4757,1,,
17798,Counselling,1,4729,1,,
17799,"Manual Testing, Database Testing",0,4385,1,,
17800,"Performance Testing,Api Testing, Regression Testing,Etl Testing",0,4385,1,,
17801,Recovery Database Network,1,4866,1,,
17802,"Html, Java Script, Node Js, Css, Web Development",0,4875,1,,
17803,Frontend Development  Reactjs  React Native  Typescript  Ui Implementation  Design Integration  Responsive Web  Mobile Interfaces,0,4984,1,,
17804,Reactjs  Responsive Ui Development  Master Form  Landing Page Design  Frontend Structure  Alignment,0,4984,1,,
17805,Reactjs  Dashboard Development  Uiux Optimization  Crossfunctional Collaboration  Streamlining User Flows,0,4984,1,,
17806,Stemcell,1,4996,1,,
17807,Website Designing,1,5030,1,,
17808,Rmg Business Partner,1,5042,1,,
17809,Hr Operations,1,4930,1,,
17810,Full Stack Development,1,5041,1,,
17811,Garments Design,1,5096,1,,
17812,Garments Develpoment,1,5096,1,,
17813,Database Testing,1,5173,1,,
17814,Telecaller,1,3219,1,,
17815,"Sales Experience In Home D?Cor, Furniture, Lifestyle, Or Hard Goods",0,683,1,,
17816,"Proven Ability To Pitch, Negotiate, And Close Deals",0,683,1,,
17817,"Working Knowledge Of Crm Tools, Excel/Sheets",0,683,1,,
17818,"Network With Buying Agents/Export Houses Is A Strong Advantage Fluent In Crafting Emails, Pitch Decks, And Product Descriptions Must Be Mobile And Willing To Travel For Client Meetings, Tradefair And Exhibitions",0,683,1,,
17819,Export & B2B Sales,1,683,1,,
17820,Client Engagement & Mobility,1,683,1,,
17821,"σ?	3?6 Years Of Sales Experience In Home D?Cor, Furniture, Lifestyle, Or Hard Goods",0,683,1,,
17822,"σ?	Working Knowledge Of Crm Tools, Excel Sheets",0,683,1,,
17823,σ?	Network With Buying Agents Export Houses Is A Strong Advantage,0,683,1,,
17824,"σ?	Fluent In Crafting Emails, Pitch Decks, And Product Descriptions",0,683,1,,
17825,"σ?	Must Be Mobile And Willing To Travel For Client Meetings, Trade Fair And Exhibitions",0,683,1,,
17826,"σ?	Positive, Proactive, And Performance-Focused",0,683,1,,
17827,Sqlite,1,5294,1,,
17828,Documents Verfication,1,5311,1,,
17829,Travel & Destination Knowledge,1,3684,1,,
17830,Event Planning & Coordination,1,3684,1,,
17831,Customer Service & Guest Handling,1,3684,1,,
17832,Multitasking & Time Management,1,3684,1,,
17833,Budgeting & Cost Control,1,3684,1,,
17834,Communication & Interpersonal Skills,1,3684,1,,
17835,Problem Solving & Crisis Management,1,3684,1,,
17836,Leadership & Team Managemen,1,3684,1,,
17837,Sales & Negotiation Skills,1,3684,1,,
17838,Tech & Digital Skills,1,3684,1,,
17839,Problem Solving & Crisis Managemen,1,3684,1,,
17840,Leadership & Team Management,1,3684,1,,
17841,Sales And Marketing And Management. I Can Understand The Situation And Act Accordingly By Keeping All The Pros And Cons Of Work.,1,5397,1,,
17842,Loading,1,3792,1,,
17843,Pacaging,1,3792,1,,
17844,Homecare,1,5536,1,,
17845,Medical,1,5536,1,,
17846,Patient Care,1,5536,1,,
17847,"Html,Css,Javascript,Php,Sql",0,5558,1,,
17848,Mangment,1,5563,1,,
17849,Automation Testing,1,5557,1,,
17850,"Google Ads, Meta Business Suite, Seo, Sem, And Email Marketing, Photoshop, Editing, Adobe Illustrator, Add Campai",0,3684,1,,
17851,Fresher,1,5612,1,,
17852,Finance Manager,1,5654,1,,
17853,Mis Repor,1,5654,1,,
17854,Account Manager,1,5654,1,,
17855,Tally,1,5654,1,,
17856,Sales Officer,1,5654,1,,
17857,Online Bidding,1,5654,1,,
17858,Sales Manager,1,5654,1,,
17859,Field Sales,1,5654,1,,
17860,Deep Learning,1,5737,1,,
17861,Communication,1,5967,1,,
17862,Adobe Creative Suite Proficiency,1,3684,1,,
17863,Branding & Visual Storytelling,1,3684,1,,
17864,Typography & Layout Design,1,3684,1,,
17865,Creativity & Innovation,1,3684,1,,
17866,Color Theory & Image Composition,1,3684,1,,
17867,Destination-Focused Design,1,3684,1,,
17868,Social Media Graphics,1,3684,1,,
17869,Event & Promotional Material Design,1,3684,1,,
17870,"Adobe Photoshop , Illustrator , In Design , Premier Pro , After Effect",0,6074,1,,
17871,Show Operations,1,6168,1,,
17872,Ticket Checking  Entry Management,1,6168,1,,
17873,Food  Beverage Support,1,6168,1,,
17874,Cleaning  Auditorium Management,1,6168,1,,
17875,"I Have Strong Expertise In Cinema Operations, Customer Service, And Team Coordination. I Am Skilled In Managing Auditorium Flow, Ticket Validation, And Maintaining Hygiene And Safety Standards. With Hands-On Experience In Handling Food & Beverage Counters",0,6168,1,,
17876,Good Communication Skills,1,5034,1,,
17877,Tcs,1,2020,1,,
17878,Learning Management System,1,6330,1,,
17879,Hr Analytics,1,6330,1,,
17880,Interpersonal And Time Management,1,6330,1,,
17881,40 Wpm Typing Speed,1,6330,1,,
17882,Hr Notice Drafts,1,6330,1,,
17883,Operation Msnagement,1,4025,1,,
17884,Administrative & Reporting:,1,4025,1,,
17885,"Strong Understanding Of Digital Marketing Tools (Seo, Smm, Paid Ads, Email  Marketing) ? Proficiency In Canva And Working Knowledge Of Adobe Photoshop Or Similar Tools ? Experience In Basic Video Editing (For Social Media Content And Training Snippets) ",0,4025,1,,
17886,Lead Generation & Conversion,1,3684,1,,
17887,Client Relationship Management,1,3684,1,,
17888,Negotiation & Closing Deals,1,3684,1,,
17889,Target Achievement,1,3684,1,,
17890,Travel Products Understanding,1,3684,1,,
17891,Market Trends Awareness,1,3684,1,,
17892,Sales Planning,1,3684,1,,
17893,Reporting & Forecasting,1,3684,1,,
17894,Excellent Communication,1,3684,1,,
17895,Team Collaboration,1,3684,1,,
17896,Client Presentation Skills,1,3684,1,,
17897,Travel Willingness,1,3684,1,,
17898,Hardware Sales,1,4025,1,,
17899,Good Communication Skills,1,4025,1,,
17900,Fluency In English,1,4025,1,,
17901,Outbound Calls Handling,1,4025,1,,
17902,Promote Execube Coworking Services,1,4025,1,,
17903,Follow Up & Convert Leads,1,4025,1,,
17904,Inbounds Calls Handling,1,4025,1,,
17905,Convincing Skills,1,4025,1,,
17906,Basic Excel,1,4025,1,,
17907,Daily Record Maintain,1,4025,1,,
17908,Gold And Diamond Jewellery,1,6487,1,,
17909,"?	Talent Acquisition  ?	End-To-End Recruitment ?	Interviewing&Onboarding ?	Payroll Coordination ?	Performance Monitoring ?	Training&Development ?	Employee Engagement ?	Hr Data Management  (Basic Excel, Hr Dashboards) ?	Ms Office (Excel, Word, Pow",0,6032,1,,
17910,Record Keeping & Filing,1,3684,1,,
17911,Calendar & Meeting Management,1,3684,1,,
17912,Ms Office Proficiency,1,3684,1,,
17913,Email And Communication Tools,1,3684,1,,
17914,Basic Computer Knowledge,1,3684,1,,
17915,Verbal And Written Communication,1,3684,1,,
17916,Multitasking,1,3684,1,,
17917,Positive Attitude & Professionalism,1,3684,1,,
17918,Trustworthiness & Confidentiality,1,3684,1,,
17919,Proficient In Ms Office,1,6500,1,,
17920,"Proficient In Ms Word, Ms Excel & Outlook",0,6500,1,,
17921,Sales And Marketing,1,3684,1,,
17922,B2C Sales,1,3684,1,,
17923,"Travel Packages, Tour Itineraries,",0,3684,1,,
17924,"English, Hindi, And Telugu",0,3684,1,,
17925,"Graphic Designing And Video Editing, Social Media Manager",0,6587,1,,
17926,Member Of Student Relations In School,1,6664,1,,
17927,Member Of Corporate Relations And Finance In College,1,6664,1,,
17928,Microsoft Power Point,1,6711,1,,
17929,Whatsapp Marketing,1,2,1,,
17930,Whatsapp Campaigning,1,2,1,,
17931,Payroll Support,1,6330,1,,
17932,"System Design, Equipment Selection, Design, Estimation Costing, Installation And Commissioning Of Heating Ventilation And Air Conditioning System For Residential Commercial High Rise Building And Industries",0,6885,1,,
17933,"Ashrae Standards, Energy Efficiency,Indoor Air Quality, Refrigeration",0,6885,1,,
17934,"Basic Html, Css And Js",0,6942,1,,
17935,Account  Business To Class 11   12,0,6984,1,,
17936,Delivery Head,1,7040,1,,
17937,Basic Accounting Knowledge,1,3684,1,,
17938,Tally Or Accounting Software Proficiency,1,3684,1,,
17939,Gst And Tds Basics,1,3684,1,,
17940,Ms Excel Skills,1,3684,1,,
17941,Hr Functions And Operations,1,7171,1,,
17942,Tally Erp / Zoho Books / Ms Excel,0,7192,1,,
17943,Invoice Processing & Reconciliation,1,7192,1,,
17944,Entry Level,0,7001,1,,
17945,Discipline,0,3684,1,,
17946,Cleanliness And Hygiene Knowledge,1,3684,1,,
17947,Basic Teamwork And Cooperation,1,3684,1,,
17948,1 Year Experience,0,6443,1,,
17949,Indside Sales,1,7427,1,,
17950,Bengali Spoken,0,7434,1,,
17951,Client Interaction,1,7434,1,,
17952,Hindi Spoken,0,7434,1,,
17953,Ecommerce Executive  Store Manager  Divine Decor,0,7163,1,,
17954,Staff Nurse,1,3964,1,,
17955,Roas,1,7557,1,,
17956,Capcut,1,7557,1,,
17957,Snapchat Ads,1,7557,1,,
17958,Ui Xi Design,1,7557,1,,
17959,Ga4,1,7557,1,,
17960,Kitchen Supervisor,1,7584,1,,
17961,Sales Executive Head,1,4614,1,,
17962,Management Marketing,1,5688,1,,
17963,Sales Marketing,1,7598,1,,
17964,Metaads,1,4632,1,,
17965,"Manual Testing, Database Testing, Functional Testing, Regression Testing, Smoke Testing, Sanity Testing, Automation Testing, Api Testing",0,7631,1,,
17966,Primary Sales,1,7675,1,,
17967,Video Editing Skills,1,2241,1,,
17968,Reels,1,2241,1,,
17969,Personal Brand Presence.,1,2241,1,,
17970,I Am Hightly Organised And Detailed Oriented Individual With Strong Backgrond In Administrative Support And Proven Ability To Manage Strict Schedule And Projects,0,7718,1,,
17971,Executive Asistant Role,1,7718,1,,
17972,Cssd,1,3,1,,
17973,Mgps,1,3,1,,
17974,Quotation Management,1,4632,1,,
17975,Inbound Calling,1,4632,1,,
17976,Delivery On Time,1,7738,1,,
17977,Delivery Boy,1,7848,1,,
17978,Computer Opterator,1,7846,1,,
17979,Ms Power Point,1,7846,1,,
17980,Home Loan,1,7882,1,,
17981,Loan Against Property,1,7882,1,,
17982,Business Loan,1,7882,1,,
17983,Micro Business Loan,1,7882,1,,
17984,Used Car,1,7882,1,,
17985,Cam Report,1,7882,1,,
17986,Disbursement,1,7882,1,,
17987,Docket Disbursement,1,7882,1,,
17988,Perfoma Invoice,1,7882,1,,
17989,Trade Settlement,1,7916,1,,
17990,Business Communication,1,7921,1,,
17991,Integration Testing,1,7924,1,,
17992,Insurance Industry,1,7936,1,,
17993,Hardware And Networking,1,7955,1,,
17994,Ticketing Tools  Application Install And Troubleshoot  Windows Installation And Troubleshooting  Hardware Assemble And Dissemble  Network Topology  Server Installation  Ad Congratulations,0,7955,1,,
17995,Data Visualisation,1,7966,1,,
17996,Placement Pprovide Training,1,7996,1,,
17997,Employees Life Cycle Management,1,7996,1,,
17998,Sequrity Gaurd,1,8001,1,,
17999,Invoice Procssing & Reconcillation,1,3684,1,,
18000,Attendence Management,1,6422,1,,
18001,Ubi Attendence,1,6422,1,,
18002,Collection Framework,1,8120,1,,
18003,Store Delivery Head,1,8220,1,,
18004,Defect Management,1,8223,1,,
18005,Ai Testing,1,8223,1,,
18006,Web Developer,1,8251,1,,
18007,Prospect Profiling,1,8259,1,,
18008,Isuue Resolution,1,8259,1,,
18009,Query Handling,1,8259,1,,
18010,Referal Generation,1,8259,1,,
18011,Katalon,1,8354,1,,
18012,Playwright,1,8354,1,,
18013,Colocation,1,2483,1,,
18014,Algo Trading Platform,1,2483,1,,
18015,Broking Firm,1,2483,1,,
18016,Vpn Trading Setup,1,2483,1,,
18017,Ctcl Admin,1,2483,1,,
18018,Nse/Bse Compilance,1,2483,1,,
18019,Golang,1,8440,1,,
18020,Data Entry Operator,1,8449,1,,
18021,Core Java,1,8475,1,,
18022,Operations  Process Excellence,1,8504,1,,
18023,Tools  Tech Skills,1,8504,1,,
18024,Soft Skills  Client Handling,1,8504,1,,
18025,Waiter,1,2224,1,,
18026,Microsoft Visual Studio,1,8633,1,,
18027,"Digital Marketing Tools: Google Analytics, Google Keyword Planner, Shopify, Google Merchant Centre  Content & Design: Canva, Capcut, Premiere Pro, Ai Tools (Chatgpt, Jasper)  Seo: Keyword Research, On-Page Seo, Off-Page Seo, Backlinks, Meta Optimisation  ",0,8617,1,,
18028,Bank Entries,1,3172,1,,
18029,Making Of Voucher,1,3172,1,,
18030,Coordinate With Customers,1,3684,1,,
18031,Full Stack Java Development,1,8704,1,,
18032,Inbound Logistics,1,8766,1,,
18033,Outbound Logistics,1,8766,1,,
18034,"Manual Testing, Database Testing, Functional Testing, Regression Testing, Smoke Testing, Sanity Testing, Automation Testing, Api Testing , Java ,Html ,Css, Javascript ,Sql,Mysql ,",0,8845,1,,
18035,"Testng , Cucumber,Postman ,Maven , Selenium",0,8845,1,,
18036,Nutrition Education Health Fitness Wellness,1,8470,1,,
18037,3Ds Max,1,8896,1,,
18038,Pytest Framework,1,8937,1,,
18039,Sales Executive,1,8967,1,,
18040,"C++, Oops, Stl, Data Structure, Design Pattern, Debugging, Multi-Threading, Voip/Sip Rtp, Srtp And Developed On Windows/Linux/Mac Platform, Kernel Programming",0,9150,1,,
18041,C++,1,9150,1,,
18042,Oops,1,9150,1,,
18043,Design Pattern,1,9150,1,,
18044,Multi-Threading,1,9150,1,,
18045,Debugging,1,9150,1,,
18046,"Windows/Linux/Mac Platform, Kernel Programming",0,9150,1,,
18047,Devops,1,9150,1,,
18048,Voip/Sip Rtp,1,9150,1,,
18049,C Qt Mfc Vcnet Windows Debugging Multithreading,0,9150,1,,
18050,Cpp 11 Vlc Qt,1,9150,1,,
18051,Effective Communication,1,9225,1,,
18052,2D Cartoons,1,9225,1,,
18053,Counter Sales,1,1559,1,,
18054,Data Analytics Expert,1,9314,1,,
18055,Data Cleaning  Expert,1,9314,1,,
18056,Customer Relationship Management  Expert,1,9314,1,,
18057,Sales Strategy Development  Expert,1,9314,1,,
18058,Team Leadership Expert,1,9314,1,,
18059,Report Generation Expert,1,9314,1,,
18060,Caller Desk Portal Expert,1,9314,1,,
18061,Telecrm Portal  Expert,1,9314,1,,
18062,Data Integration Expert,1,9314,1,,
18063,Dashboard Creation Expert,1,9314,1,,
18064,Activity Management,1,9408,1,,
18065,Sponsirship Proposal,1,9442,1,,
18066,Tour Operations Management,1,3684,1,,
18067,Vendor Coordination,1,3684,1,,
18068,Booking & Reservation Systems,1,3684,1,,
18069,Mis Reporting,1,3684,1,,
18070,Basic Financial Handling,1,3684,1,,
18071,Problem-Solving,1,3684,1,,
18072,Domestic & International Travel Knowledge,1,3684,1,,
18073,Understanding Of Hospitality Standards,1,3684,1,,
18074,Loan Sales,1,9504,1,,
18075,Sales & Marketing,1,9572,1,,
18076,Reading,1,3227,1,,
18077,Driving,1,3227,1,,
18078,Chat Process,1,9579,1,,
18079,Customer Report,1,9579,1,,
18080,Social Media Post Design,1,9710,1,,
18081,Brochure Design,1,9710,1,,
18082,Product Analysis,1,3500,1,,
18083,Adverse Media Search,1,10076,1,,
18084,Adverse Media Screening,1,10076,1,,
18085,Graphql,1,5014,1,,
18086,After Sales Service,1,10203,1,,
18087,Service Spares Store Management,1,10203,1,,
18088,Innovative Creative,1,10225,1,,
18089,Priemere Pro,1,10236,1,,
18090,Graphic Design Illustration,1,10273,1,,
18091,Hub Operations,1,10306,1,,
18092,Creative Producer,1,7918,1,,
18093,Mangement,1,10412,1,,
18094,Cashier,1,10446,1,,
18095,Finished Goods Sourcing,1,10569,1,,
18096,Cost Negotiation,1,10569,1,,
18097,Vendor Onboarding,1,10569,1,,
18098,Labor,1,900,1,,
18099,Factory Helper,1,900,1,,
18100,Factory Worker,1,900,1,,
18101,Tack Welding,1,900,1,,
18102,"Advertising Sales, Marketing, Meta Ad Campaign,",0,10584,1,,
18103,V-Ray,1,8999,1,,
18104,Negotiatons,1,9001,1,,
18105,Maintain Fleet Operation With Vehices And Drivers And Working On All Ground Operation,1,10634,1,,
18106,Ai And Bi Consultation,1,10820,1,,
18107,Knoledge On Retail Management,1,10820,1,,
18108,Knoledge On Low Voltage System,1,10820,1,,
18109,Technical Skills,0,10779,1,,
18110,"Ms Excel , Tally Prime, Gst, Tds, Tcs, Accounts Payable, Accounts Receivable, Income Tax, Bank Reconciliation",0,10948,1,,
18111,Marketo,1,11011,1,,
18112,Digital Event Creation,1,11011,1,,
18113,Hr Admin,1,11043,1,,
18114,Lawyer,1,11048,1,,
18115,Uav Operator,1,11062,1,,
18116,Computer,0,4184,1,,
18117,Eway Bill,1,11177,1,,
18118,Cleaner,1,11200,1,,
18119,Lead Generation Skills,1,3946,1,,
18120,Client Acquisition,1,3946,1,,
18121,Negotiation & Closing Skills ?,1,3946,1,,
18122,Market Research & Analysis,1,3946,1,,
18123,Target-Oriented Mindset,1,3946,1,,
18124,Operation,1,11218,1,,
18125,Aerospace Operations Support Through Handson Departmental Project Involvement,1,11266,1,,
18126,Data Collection Analysis And Interpretation For Project Evaluation,1,11266,1,,
18127,Financial Reporting And Budgeting Support During Departmental Discussions,1,11266,1,,
18128,Documentation And Progress Reporting For Project Tracking And Decisionmaking,1,11266,1,,
18129,Collaboration With Crossfunctional Teams To Align Financial And Operational Goals,1,11266,1,,
18130,Proficiency In Microsoft Excel For Data Organization Reporting And Trend Analysis,1,11266,1,,
18131,Decision Support Through Preparation Of Insights And Analytical Reports,1,11266,1,,
18132,D5,1,11295,1,,
18133,Team Work,1,8470,1,,
18134,Defect Triage,1,8223,1,,
18135,Testrail,1,8223,1,,
18136,Confluence,1,8223,1,,
18137,Mix Panel,1,8223,1,,
18138,Test Documentatoin,1,8223,1,,
18139,Proficientinhrmanagementsoftwareandtools. Strong Understanding Of Labor Laws An,1,11384,1,,
18140,Core Php,1,11414,1,,
18141,Network Engineer Network Security Load Balancer,1,11477,1,,
18142,Foreman,1,3810,1,,
18143,Tally Software,1,11604,1,,
18144,Customer Care Support,1,11601,1,,
18145,Translate,1,11771,1,,
18146,Operations  Inventory Management,1,11747,1,,
18147,Office Administration  Vendor Management,1,11747,1,,
18148,Crossfunctional Coordination  Communication,1,11747,1,,
18149,Inventory Optimization  Stock Control,1,11747,1,,
18150,Sales Strategy  Growth,1,11747,1,,
18151,Customer Service Excellence,1,11747,1,,
18152,Inventory  Stock Management,1,11747,1,,
18153,Order Processing Accuracy,1,11747,1,,
18154,Branch Operations Coordination,1,11747,1,,
18155,Promotional Campaigns  Engagement,1,11747,1,,
18156,Process Optimization  Efficiency,1,11747,1,,
18157,Client Complaint Resolution,1,11747,1,,
18158,Parts Sales Distribution,1,11747,1,,
18159,Stock Control Availability,1,11747,1,,
18160,Logistics  Equipment Deployment,1,11747,1,,
18161,Customer Service  Client Relations,0,11747,1,,
18162,Accounts Receivable Collections,1,11747,1,,
18163,Amc Coordination Client Support,1,11747,1,,
