id,company_id,name,image,description,status,is_deleted,create_date,modify_date
103,2224,,uploads/images/1753354744_6eef1acb3bdc4f82e53a.jpg,,1,0,,
104,2224,,uploads/images/1753354744_c808e4df500f6b1c66ee.jpg,,1,0,,
105,2224,,uploads/images/1753354744_2c0c918a5bf715091ec8.jpg,,1,0,,
106,2224,,uploads/images/1753354744_e0518e8fc7cb520035d2.jpg,,1,0,,
107,3503,,uploads/images/1753446307_43e01317d549c0e96289.jpg,,1,0,,
108,653,,uploads/images/1753770346_97caf07bfbb2af28434d.jpg,,1,1,,
109,2710,,uploads/images/1754074312_63691b26e1022ca91faa.jpeg,,1,0,,
110,2710,,uploads/images/1754074312_6dfa33f969cfc0ee6d14.jpeg,,1,0,,
111,1640,SIC,uploads/images/1754566501_2ab7daccddbed377dfb0.png,,1,0,,
112,1640,BAR,uploads/images/1754566523_65ea285766032c808c0e.png,,1,0,,
113,1640,Ops,uploads/images/1754566545_568795107cf765b47b30.png,,1,0,,
114,1640,Floor,uploads/images/1754566561_9d5b2a0d5b79d83e7257.png,,1,0,,
115,1640,KH,uploads/images/1754566577_6cce25cc759e1782848a.jpg,,1,0,,
116,1640,Counter ,uploads/images/1754566598_4f588abe85113a8fdf65.png,,1,0,,
117,1640,Counter 2,uploads/images/1754566611_106d6376eb58c31f1a89.png,,1,0,,
118,1640,Counter 3,uploads/images/1754566624_31509b66c5a232c99864.png,,1,0,,
119,1640,SIC,uploads/images/1754566641_eb5763f03f840c590618.png,,1,0,,
120,1672,,uploads/images/1754566772_67ae2faf3452a34e7410.jfif,,1,0,,
121,1672,,uploads/images/1754566772_54b6d212c421949c6395.jfif,,1,0,,
122,10779,,uploads/images/1755196543_ae8be7170c45ca48d1ad.jpg,,1,0,,
123,10779,,uploads/images/1755196543_d8d52996c9276d7eecbf.jpg,,1,0,,
124,10919,,uploads/images/1755321833_76f3e72827ad27346dab.jpeg,,1,1,,
125,10919,,uploads/images/1755321946_4a52701705b09d8cedc8.jpg,,1,0,,
126,3,,uploads/images/1757070570_e7aca2430d876fd14b85.jpg,,1,0,,
127,3,,uploads/images/1757070570_3955727b75e11305d866.jpg,,1,0,,
128,2,,uploads/images/1757073321_8896e966b66569a094fb.jpg,,1,0,,
129,2,,uploads/images/1757073321_ee76b2bf52dcb272d020.jpg,,1,0,,
130,2,,uploads/images/1757073321_adc5c97d6d0209947544.jpg,,1,0,,
131,2,,uploads/images/1757073321_b4c58647d384655ddf08.jpg,,1,0,,
132,2,,uploads/images/1757073321_81221c1b47a21ef87e42.jpg,,1,0,,
133,14044,,uploads/images/1757413917_599528cdffea22254910.jpeg,,1,0,,
134,14044,,uploads/images/1757413917_e6dfb2f6205588df2a27.jpeg,,1,0,,
135,14044,,uploads/images/1757413917_70598177ffa384d278a8.jpeg,,1,0,,
136,14044,,uploads/images/1757413993_9bb341412407e8e8744c.jpeg,,1,0,,
137,14044,,uploads/images/1757413993_26f3442792f2d52bc476.jpeg,,1,0,,
138,14044,,uploads/images/1757413993_e7f4a98dcd8792421b62.jpeg,,1,0,,
139,14044,,uploads/images/1757414243_8c8d530f700eca726a02.jpeg,,1,0,,
140,14044,,uploads/images/1757414243_8a255b85f0caebc5a34e.jpeg,,1,0,,
141,16646,,uploads/images/1758181303_fab608acf4d3b3514acd.jpg,,1,0,,
142,3684,,uploads/images/1761653823_3f0fa9209451703c5463.jpg,,1,0,,
143,3684,,uploads/images/1761653823_50d4599d5a1ad06e4643.jpg,,1,0,,
144,3684,,uploads/images/1761653823_b90f10f81d5ed49ecf5c.jpg,,1,0,,
145,3684,,uploads/images/1761653823_d91b65a9766c9330d066.jpg,,1,0,,
146,35339,,uploads/images/1762268376_0739f9c987422a4fa039.png,,1,0,,
147,13,dsgs,uploads/images/1762579842_67425aaa9d95fa4fedc3.jpeg,,1,1,,
148,13,,uploads/images/1762579905_dd999cff4da1b6938a57.jpeg,,1,1,,
149,1126,,uploads/images/1762794574_c2908e117ec2db6b9749.jpeg,,1,0,,
150,19500,main gate,uploads/images/1762927121_2b1a7c737451bc55b5d5.jpg,,1,0,,
151,19500,main gate 2,uploads/images/1762927121_b7f558a5fb177e21ff4e.jpg,,1,0,,
152,34087,,uploads/images/1763020084_aa96a0b6e99d5175a6c2.jpg,,1,0,,
153,3892,Welink DreamStudy,uploads/images/1763020267_11cda814836ef4896d83.png,,1,0,,
154,38680,,uploads/images/1763535602_210ca9f59367eb76f7bf.jpg,,1,1,,
155,13,,uploads/images/1763727428_a80dd37c83c5c818aadd.jpg,,1,1,,
156,38804,,uploads/images/1764409721_d4fd06bb3049567c57f8.png,,1,0,,
157,38812,,uploads/images/1764409851_ef007490561f114dc85c.png,,1,1,,
158,38812,,uploads/images/1764409851_8aa3f86fbd799e689f64.png,,1,1,,
159,653,,uploads/images/1764658011_4ecd906e0395160c553c.png,,1,1,,
160,653,,uploads/images/1764669885_e27d014e3e3ac7c68cd4.png,,1,1,,
161,38844,,uploads/images/1764671295_65678922f41227d70794.png,,1,1,,
162,38861,hi,uploads/images/1765794784_ff5c1719323fbad330fd.png,,1,1,,
163,13,nhjhj,uploads/images/1766038248_e71da5fea087cf886f28.png,,1,1,,
164,13,,uploads/images/1766042101_01e6d100df3f94a46bec.jpg,,1,1,,
165,13,,uploads/images/1766042206_84e38a5377f60317e30b.jpg,,1,1,,
166,13,,uploads/images/1766042220_2a84ee465c554db7e87b.jpg,,1,1,,
167,13,,uploads/images/1766042964_d4469ecbda2e1163c5b5.webp,,1,1,,
168,653,,uploads/images/1766062092_1865e56a94d61f3ae98e.png,,1,0,,
169,13,test,uploads/images/1766063218_b1859a9330f4b218827d.png,,1,1,,
170,13,,uploads/images/1766486790_d90af4e9cb946213bc12.png,,1,1,,
171,38754,,uploads/images/1766486906_252609d2098b8466b61d.png,,1,0,,
172,38754,25625,uploads/images/1766486926_f7c218807508babd7240.png,,1,0,,
173,38844,,uploads/images/1766581332_8a504c441233245101a7.png,,1,1,,
174,38844,,uploads/images/1766581340_ee7789f340e872fdd03d.jpg,,1,0,,
175,38680,,uploads/images/588ed31dcf0f9aaffaa7a5af366bddac09dbb25677f8ffd139e4ef51248b4edc.jpg,,1,1,,
176,38680,,uploads/images/588ed31dcf0f9aaffaa7a5af366bddac09dbb25677f8ffd139e4ef51248b4edc.jpg,,1,1,,
177,38680,,uploads/images/807f2ff3b94024cc7fcabeab0e6ec93de616a498066d83ec498a808548975df6.jpg,,1,0,,
178,38861,,uploads/images/22b63924a00c1848d5291c6121b0624b76c559fc86b3af71fb007eee0ce226a8.jpg,,1,1,,
179,29366,,uploads/images/46e0b7962cd1ed94e993276c70b9640e7e9a9b1d8ba4b6c04ec8c9605051f2c5.png,,1,1,,
180,13,,https://ccpl-s3.s3.ap-south-1.amazonaws.com/uploads/images/6e2b2f1379759a353f35b14015fb9bf9ee97d9e49364a5cfc5b344c7b74d2c68.jpg,,1,0,,
181,459,b,uploads/images/e5968029892b4ca528642f33b887850cd606203c48cf350536daa705da50ef33.jpg,,1,1,,
182,459,,uploads/images/e5968029892b4ca528642f33b887850cd606203c48cf350536daa705da50ef33.jpg,,1,1,,
183,459,,uploads/images/3414e4b8f4fc790f24b8f0a97599797c127c4396f377dbd3dd78385422c887ed.jpeg,,1,0,,
184,39081,,uploads/images/c61523c01f2e5ad73048a7a68fc68bc02d746d1e0317a6c95bc188470995c584.png,,1,1,,
185,38941,test,uploads/images/6ac89119d557c04e814f777ff04ef7b3090023e2471a3b822e7d59681bbc8be0.jpeg,,1,1,,
186,38941,,uploads/images/6ac89119d557c04e814f777ff04ef7b3090023e2471a3b822e7d59681bbc8be0.jpeg,,1,1,,
187,38941,,uploads/images/938e5dfb67f3f2554bd39ea908989c737dd9d86dded3b6646d78a7d8b36e7bb4.jpg,,1,0,,
188,38941,,uploads/images/6ac89119d557c04e814f777ff04ef7b3090023e2471a3b822e7d59681bbc8be0.jpeg,,1,0,,
189,38941,,uploads/images/6ac89119d557c04e814f777ff04ef7b3090023e2471a3b822e7d59681bbc8be0.jpeg,,1,1,,
190,38941,,uploads/images/938e5dfb67f3f2554bd39ea908989c737dd9d86dded3b6646d78a7d8b36e7bb4.jpg,,1,0,,
191,38941,,uploads/images/938e5dfb67f3f2554bd39ea908989c737dd9d86dded3b6646d78a7d8b36e7bb4.jpg,,1,0,,
192,38985,,uploads/images/938e5dfb67f3f2554bd39ea908989c737dd9d86dded3b6646d78a7d8b36e7bb4.jpg,,1,0,,
193,38985,,uploads/images/6ac89119d557c04e814f777ff04ef7b3090023e2471a3b822e7d59681bbc8be0.jpeg,,1,0,,
194,38985,,uploads/images/6ac89119d557c04e814f777ff04ef7b3090023e2471a3b822e7d59681bbc8be0.jpeg,,1,0,,
195,38941,,uploads/images/6ac89119d557c04e814f777ff04ef7b3090023e2471a3b822e7d59681bbc8be0.jpeg,,1,0,,
196,38941,,uploads/images/6ac89119d557c04e814f777ff04ef7b3090023e2471a3b822e7d59681bbc8be0.jpeg,,1,0,,
197,38941,,uploads/images/6ac89119d557c04e814f777ff04ef7b3090023e2471a3b822e7d59681bbc8be0.jpeg,,1,1,,
198,38941,,uploads/images/b395e7ceebf989e150f42bb87c7e43d3024a7193e6b3287da0d85d63cfbd7489.jpg,,1,1,,
199,38941,,uploads/images/b395e7ceebf989e150f42bb87c7e43d3024a7193e6b3287da0d85d63cfbd7489.jpg,,1,0,,
200,39072,,uploads/images/06bbb8fdf2fae6bacbd0cf8e2aaa00f51c28dd69020dbf8b3c6bcee2e423ab52.png,,1,1,,
201,39072,,uploads/images/590321772afeb30aec516f3fe8efee8bcfd6b68b4e8289eb36d1ac5013a3037c.png,,1,1,,
202,39072,,uploads/images/728addcc5748d5745eb86d2db11be1059436279e4c136e277da49754e05441a6.png,,1,1,,
203,39072,,uploads/images/728addcc5748d5745eb86d2db11be1059436279e4c136e277da49754e05441a6.png,,1,1,,
204,39013,Company,uploads/images/bdfc0e2792501ed7c6db8875581ccfb1e1dd5ecb3ba4522f14786d9c7407e009.jpg,,1,0,,
205,39013,Advised,uploads/images/79c8074a311410ad958cc531ee4d494e553213addbba699a0253e007f45cbcdb.png,,1,0,,
206,39256,,uploads/images/bc80e22e9554a149522ffb834b9ad93ebc5a72f40e600c0dd52ac65fd063f61c.jpg,,1,1,,
207,39340,,uploads/images/e4600e8e5d90dfe9b4b67648f602e90c1ed81ecf77782c0dc68c7f642d3e3d2b.png,,1,1,,
208,39340,,uploads/images/df9f4aa8d8288eae7cd3e1c4c418f5e86b901b3c99ed7132e34ef28b01506681.jpg,,1,1,,
209,39072,,uploads/images/3d1a11f07d6162ee472c64b7336b9a7ab4af94f458657b630fb981155631910a.jpeg,,1,1,,
210,39072,,uploads/images/3d1a11f07d6162ee472c64b7336b9a7ab4af94f458657b630fb981155631910a.jpeg,,1,1,,
211,39072,,uploads/images/198327470b54b164603d8e132bd7d06c05249592e4d0d37a576eb4aec5b25dfb.jpeg,,1,1,,
