id,group_id,menu_permission,event_permission,status,added_by,owner_id,is_deleted,create_date,modify_date
627,2,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39236,39236,0,2026-02-12 19:11:30,2026-02-12 19:11:30
628,3,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""9\"",\""12\"",\""13\"",\""14\""]",1,39236,39236,0,2026-02-12 19:11:30,2026-02-12 19:11:30
629,4,"[\""1\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""10\"",\""12\""]",1,39236,39236,0,2026-02-12 19:11:30,2026-02-12 19:11:30
630,1,"[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39237,39237,0,2026-02-13 10:30:57,2026-02-13 10:30:57
631,2,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39237,39237,0,2026-02-13 10:30:57,2026-02-13 10:30:57
632,3,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""9\"",\""12\"",\""13\"",\""14\""]",1,39237,39237,0,2026-02-13 10:30:57,2026-02-13 10:30:57
633,4,"[\""1\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""10\"",\""12\""]",1,39237,39237,0,2026-02-13 10:30:57,2026-02-13 10:30:57
634,1,"[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39238,39238,0,2026-02-13 11:02:35,2026-02-13 11:02:35
635,2,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39238,39238,0,2026-02-13 11:02:35,2026-02-13 11:02:35
636,3,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""9\"",\""12\"",\""13\"",\""14\""]",1,39238,39238,0,2026-02-13 11:02:35,2026-02-13 11:02:35
637,4,"[\""1\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""10\"",\""12\""]",1,39238,39238,0,2026-02-13 11:02:35,2026-02-13 11:02:35
638,1,"[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39239,39239,0,2026-02-13 11:45:44,2026-02-13 11:45:44
639,2,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39239,39239,0,2026-02-13 11:45:44,2026-02-13 11:45:44
640,3,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""9\"",\""12\"",\""13\"",\""14\""]",1,39239,39239,0,2026-02-13 11:45:44,2026-02-13 11:45:44
641,4,"[\""1\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""10\"",\""12\""]",1,39239,39239,0,2026-02-13 11:45:44,2026-02-13 11:45:44
642,1,"[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39242,39242,0,2026-02-13 17:23:12,2026-02-13 17:23:12
643,2,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39242,39242,0,2026-02-13 17:23:12,2026-02-13 17:23:12
644,3,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""9\"",\""12\"",\""13\"",\""14\""]",1,39242,39242,0,2026-02-13 17:23:12,2026-02-13 17:23:12
645,4,"[\""1\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""10\"",\""12\""]",1,39242,39242,0,2026-02-13 17:23:12,2026-02-13 17:23:12
646,1,"[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39243,39243,0,2026-02-13 17:27:57,2026-02-13 17:27:57
647,2,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39243,39243,0,2026-02-13 17:27:57,2026-02-13 17:27:57
648,3,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""9\"",\""12\"",\""13\"",\""14\""]",1,39243,39243,0,2026-02-13 17:27:57,2026-02-13 17:27:57
649,4,"[\""1\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""10\"",\""12\""]",1,39243,39243,0,2026-02-13 17:27:57,2026-02-13 17:27:57
650,1,"[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39244,39244,0,2026-02-13 17:43:57,2026-02-13 17:43:57
651,2,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39244,39244,0,2026-02-13 17:43:57,2026-02-13 17:43:57
652,3,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""9\"",\""12\"",\""13\"",\""14\""]",1,39244,39244,0,2026-02-13 17:43:57,2026-02-13 17:43:57
653,4,"[\""1\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""10\"",\""12\""]",1,39244,39244,0,2026-02-13 17:43:57,2026-02-13 17:43:57
654,1,"[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39245,39245,0,2026-02-13 17:52:26,2026-02-13 17:52:26
655,2,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39245,39245,0,2026-02-13 17:52:26,2026-02-13 17:52:26
656,3,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""9\"",\""12\"",\""13\"",\""14\""]",1,39245,39245,0,2026-02-13 17:52:26,2026-02-13 17:52:26
657,4,"[\""1\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""10\"",\""12\""]",1,39245,39245,0,2026-02-13 17:52:26,2026-02-13 17:52:26
658,1,"[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39246,39246,0,2026-02-13 17:54:32,2026-02-13 17:54:32
659,2,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39246,39246,0,2026-02-13 17:54:32,2026-02-13 17:54:32
660,3,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""9\"",\""12\"",\""13\"",\""14\""]",1,39246,39246,0,2026-02-13 17:54:32,2026-02-13 17:54:32
661,4,"[\""1\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""10\"",\""12\""]",1,39246,39246,0,2026-02-13 17:54:32,2026-02-13 17:54:32
662,1,"[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39247,39247,0,2026-02-13 18:00:26,2026-02-13 18:00:26
663,2,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39247,39247,0,2026-02-13 18:00:26,2026-02-13 18:00:26
664,3,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""9\"",\""12\"",\""13\"",\""14\""]",1,39247,39247,0,2026-02-13 18:00:26,2026-02-13 18:00:26
665,4,"[\""1\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""10\"",\""12\""]",1,39247,39247,0,2026-02-13 18:00:26,2026-02-13 18:00:26
666,1,"[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39248,39248,0,2026-02-13 18:19:36,2026-02-13 18:19:36
667,2,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39248,39248,0,2026-02-13 18:19:36,2026-02-13 18:19:36
668,3,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""9\"",\""12\"",\""13\"",\""14\""]",1,39248,39248,0,2026-02-13 18:19:36,2026-02-13 18:19:36
669,4,"[\""1\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""10\"",\""12\""]",1,39248,39248,0,2026-02-13 18:19:36,2026-02-13 18:19:36
670,1,"[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39249,39249,0,2026-02-13 18:26:31,2026-02-13 18:26:31
671,2,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39249,39249,0,2026-02-13 18:26:31,2026-02-13 18:26:31
672,3,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""9\"",\""12\"",\""13\"",\""14\""]",1,39249,39249,0,2026-02-13 18:26:31,2026-02-13 18:26:31
673,4,"[\""1\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""10\"",\""12\""]",1,39249,39249,0,2026-02-13 18:26:31,2026-02-13 18:26:31
674,1,"[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39250,39250,0,2026-02-13 18:28:16,2026-02-13 18:28:16
675,2,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39250,39250,0,2026-02-13 18:28:16,2026-02-13 18:28:16
676,3,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""9\"",\""12\"",\""13\"",\""14\""]",1,39250,39250,0,2026-02-13 18:28:16,2026-02-13 18:28:16
677,4,"[\""1\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""10\"",\""12\""]",1,39250,39250,0,2026-02-13 18:28:16,2026-02-13 18:28:16
678,1,"[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39251,39251,0,2026-02-13 18:32:49,2026-02-13 18:32:49
679,2,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39251,39251,0,2026-02-13 18:32:49,2026-02-13 18:32:49
680,3,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""9\"",\""12\"",\""13\"",\""14\""]",1,39251,39251,0,2026-02-13 18:32:49,2026-02-13 18:32:49
681,4,"[\""1\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""10\"",\""12\""]",1,39251,39251,0,2026-02-13 18:32:49,2026-02-13 18:32:49
682,1,"[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39252,39252,0,2026-02-13 18:49:35,2026-02-13 18:49:35
683,2,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39252,39252,0,2026-02-13 18:49:35,2026-02-13 18:49:35
684,3,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""9\"",\""12\"",\""13\"",\""14\""]",1,39252,39252,0,2026-02-13 18:49:35,2026-02-13 18:49:35
685,4,"[\""1\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""10\"",\""12\""]",1,39252,39252,0,2026-02-13 18:49:35,2026-02-13 18:49:35
686,1,"[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39253,39253,0,2026-02-13 18:54:48,2026-02-13 18:54:48
687,2,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39253,39253,0,2026-02-13 18:54:48,2026-02-13 18:54:48
688,3,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""9\"",\""12\"",\""13\"",\""14\""]",1,39253,39253,0,2026-02-13 18:54:48,2026-02-13 18:54:48
689,4,"[\""1\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""10\"",\""12\""]",1,39253,39253,0,2026-02-13 18:54:48,2026-02-13 18:54:48
690,1,"[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39254,39254,0,2026-02-13 19:05:56,2026-02-13 19:05:56
691,2,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39254,39254,0,2026-02-13 19:05:56,2026-02-13 19:05:56
692,3,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""9\"",\""12\"",\""13\"",\""14\""]",1,39254,39254,0,2026-02-13 19:05:56,2026-02-13 19:05:56
693,4,"[\""1\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""10\"",\""12\""]",1,39254,39254,0,2026-02-13 19:05:56,2026-02-13 19:05:56
694,1,"[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39255,39255,0,2026-02-14 11:04:01,2026-02-14 11:04:01
695,2,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39255,39255,0,2026-02-14 11:04:01,2026-02-14 11:04:01
696,3,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""9\"",\""12\"",\""13\"",\""14\""]",1,39255,39255,0,2026-02-14 11:04:01,2026-02-14 11:04:01
697,4,"[\""1\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""10\"",\""12\""]",1,39255,39255,0,2026-02-14 11:04:01,2026-02-14 11:04:01
698,1,"[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39257,39257,0,2026-02-14 13:37:11,2026-02-14 13:37:11
699,2,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39257,39257,0,2026-02-14 13:37:11,2026-02-14 13:37:11
700,3,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""9\"",\""12\"",\""13\"",\""14\""]",1,39257,39257,0,2026-02-14 13:37:11,2026-02-14 13:37:11
701,4,"[\""1\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""10\"",\""12\""]",1,39257,39257,0,2026-02-14 13:37:11,2026-02-14 13:37:11
702,1,"[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39258,39258,0,2026-02-14 13:40:01,2026-02-14 13:40:01
703,2,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39258,39258,0,2026-02-14 13:40:01,2026-02-14 13:40:01
704,3,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""9\"",\""12\"",\""13\"",\""14\""]",1,39258,39258,0,2026-02-14 13:40:01,2026-02-14 13:40:01
705,4,"[\""1\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""10\"",\""12\""]",1,39258,39258,0,2026-02-14 13:40:01,2026-02-14 13:40:01
706,1,"[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39259,39259,0,2026-02-14 14:30:04,2026-02-14 14:30:04
707,2,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39259,39259,0,2026-02-14 14:30:04,2026-02-14 14:30:04
708,3,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""9\"",\""12\"",\""13\"",\""14\""]",1,39259,39259,0,2026-02-14 14:30:04,2026-02-14 14:30:04
709,4,"[\""1\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""10\"",\""12\""]",1,39259,39259,0,2026-02-14 14:30:04,2026-02-14 14:30:04
710,1,"[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39260,39260,0,2026-02-14 14:43:50,2026-02-14 14:43:50
711,2,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39260,39260,0,2026-02-14 14:43:50,2026-02-14 14:43:50
712,3,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""9\"",\""12\"",\""13\"",\""14\""]",1,39260,39260,0,2026-02-14 14:43:50,2026-02-14 14:43:50
713,4,"[\""1\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""10\"",\""12\""]",1,39260,39260,0,2026-02-14 14:43:50,2026-02-14 14:43:50
714,1,"[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""4\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""10\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39261,39261,0,2026-02-14 15:16:03,2026-02-14 15:16:03
715,2,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""13\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""6\"",\""7\"",\""8\"",\""9\"",\""11\"",\""12\"",\""13\"",\""14\"",\""15\""]",1,39261,39261,0,2026-02-14 15:16:03,2026-02-14 15:16:03
716,3,"[\""1\"",\""2\"",\""5\"",\""6\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""2\"",\""3\"",\""5\"",\""9\"",\""12\"",\""13\"",\""14\""]",1,39261,39261,0,2026-02-14 15:16:03,2026-02-14 15:16:03
717,4,"[\""1\"",\""7\"",\""8\"",\""14\""]","[\""1\"",\""10\"",\""12\""]",1,39261,39261,0,2026-02-14 15:16:03,2026-02-14 15:16:03
