id,user_id,doctype,description,docs,is_deleted,modify_date,status,create_date
1,40218,5,,"[\""uploads\/document\/56cf211da712822ab674965d6b2dda1e08fd1ec76f3b3c7291f49edf6e89c5bf.jpg\""]",0,2026-06-10 15:08:41,1,2026-06-10 15:08:41
2,40322,8,,"[\""uploads\/document\/10eb686e0c8550d1e44830e97086680177eb26356b18f59d45cbbe6ec915b403.pdf\""]",0,2026-06-12 18:00:19,1,2026-06-12 18:00:19
3,40363,4,,"[\""uploads\/document\/14b89316b53712b70045ed39d588a485478e85e2a0e6e5af66cfea209a81fb05.png\""]",0,2026-06-15 13:15:07,1,2026-06-15 13:15:07
4,40473,4,,"[\""uploads\/document\/679583e518fdad767ce6a2472fa575a38d283aa86e1137820db3dcfa4b0a7dcb.png\""]",0,2026-06-24 11:42:45,1,2026-06-24 11:42:45
5,40660,1,,[],0,2026-07-08 17:32:19,1,2026-07-08 17:32:19
6,40680,1,,[],0,2026-07-11 11:51:33,1,2026-07-11 11:51:33
