id,review_history_id,skill_id,rating,status,is_deleted,create_date,modify_date
100,374,1906,5,1,0,2026-05-05 11:32:25,2026-05-05 11:32:25
101,374,19209,5,1,0,2026-05-05 11:32:25,2026-05-05 11:32:25
102,377,19145,2,1,0,2026-05-13 17:04:17,2026-05-13 17:04:17
103,377,19218,2,1,0,2026-05-13 17:04:17,2026-05-13 17:04:17
104,386,19162,4,1,0,2026-05-18 12:19:58,2026-05-18 12:19:58
105,386,19228,2,1,0,2026-05-18 12:19:58,2026-05-18 12:19:58
106,388,18441,5,1,0,2026-05-18 13:28:27,2026-05-18 13:28:27
107,388,18863,5,1,0,2026-05-18 13:28:27,2026-05-18 13:28:27
108,389,15837,2,1,0,2026-05-18 13:28:57,2026-05-18 13:28:57
109,389,18441,5,1,0,2026-05-18 13:28:57,2026-05-18 13:28:57
110,389,19103,2,1,0,2026-05-18 13:28:57,2026-05-18 13:28:57
111,389,19197,2,1,0,2026-05-18 13:28:57,2026-05-18 13:28:57
112,390,8358,5,1,0,2026-05-18 13:35:45,2026-05-18 13:35:45
113,391,8191,5,1,0,2026-05-18 13:36:10,2026-05-18 13:36:10
114,392,19214,4,1,0,2026-05-18 23:50:30,2026-05-18 23:50:30
115,392,13213,1,1,0,2026-05-18 23:50:30,2026-05-18 23:50:30
116,392,19231,5,1,0,2026-05-18 23:50:30,2026-05-18 23:50:30
117,393,19231,5,1,0,2026-05-22 16:33:09,2026-05-22 16:33:09
118,393,19237,4,1,0,2026-05-22 16:33:09,2026-05-22 16:33:09
119,394,17287,4,1,0,2026-05-25 15:10:06,2026-05-25 15:10:06
120,394,19047,4,1,0,2026-05-25 15:10:06,2026-05-25 15:10:06
121,395,17327,5,1,0,2026-05-25 15:10:20,2026-05-25 15:10:20
122,396,19047,5,1,0,2026-05-25 15:11:10,2026-05-25 15:11:10
123,396,19103,5,1,0,2026-05-25 15:11:10,2026-05-25 15:11:10
124,397,19102,3,1,0,2026-05-25 15:12:10,2026-05-25 15:12:10
125,400,19045,4,1,0,2026-05-25 17:45:19,2026-05-25 17:45:19
126,400,19047,5,1,0,2026-05-25 17:45:19,2026-05-25 17:45:19
127,401,19238,4,1,0,2026-05-25 18:00:34,2026-05-25 18:00:34
128,402,8857,5,1,0,2026-05-26 18:21:56,2026-05-26 18:21:56
129,402,19162,5,1,0,2026-05-26 18:21:56,2026-05-26 18:21:56
130,402,19163,5,1,0,2026-05-26 18:21:56,2026-05-26 18:21:56
131,402,19164,5,1,0,2026-05-26 18:21:56,2026-05-26 18:21:56
132,402,19215,5,1,0,2026-05-26 18:21:56,2026-05-26 18:21:56
133,402,19228,5,1,0,2026-05-26 18:21:56,2026-05-26 18:21:56
134,402,19250,5,1,0,2026-05-26 18:21:56,2026-05-26 18:21:56
135,402,19251,5,1,0,2026-05-26 18:21:56,2026-05-26 18:21:56
136,402,19252,5,1,0,2026-05-26 18:21:56,2026-05-26 18:21:56
137,403,19162,5,1,0,2026-05-27 14:42:10,2026-05-27 14:42:10
138,403,19228,5,1,0,2026-05-27 14:42:10,2026-05-27 14:42:10
139,403,19250,4,1,0,2026-05-27 14:42:10,2026-05-27 14:42:10
140,404,8807,5,1,0,2026-05-27 14:43:54,2026-05-27 14:43:54
141,404,19253,5,1,0,2026-05-27 14:43:54,2026-05-27 14:43:54
142,405,12763,1,1,0,2026-05-27 14:45:53,2026-05-27 14:45:53
143,405,19120,2,1,0,2026-05-27 14:45:53,2026-05-27 14:45:53
144,405,19197,2,1,0,2026-05-27 14:45:53,2026-05-27 14:45:53
145,406,12763,1,1,0,2026-05-27 14:46:57,2026-05-27 14:46:57
146,406,19120,2,1,0,2026-05-27 14:46:57,2026-05-27 14:46:57
147,406,19197,2,1,0,2026-05-27 14:46:57,2026-05-27 14:46:57
148,407,12762,5,1,0,2026-05-27 14:47:08,2026-05-27 14:47:08
149,408,12762,5,1,0,2026-05-27 14:47:26,2026-05-27 14:47:26
150,408,15152,5,1,0,2026-05-27 14:47:26,2026-05-27 14:47:26
151,409,8191,4,1,0,2026-05-30 15:18:04,2026-05-30 15:18:04
152,409,17781,4,1,0,2026-05-30 15:18:04,2026-05-30 15:18:04
153,410,19199,5,1,0,2026-06-01 11:46:11,2026-06-01 11:46:11
154,410,19200,5,1,0,2026-06-01 11:46:11,2026-06-01 11:46:11
155,410,19201,5,1,0,2026-06-01 11:46:11,2026-06-01 11:46:11
156,410,19217,5,1,0,2026-06-01 11:46:11,2026-06-01 11:46:11
157,411,7646,5,1,0,2026-06-01 12:13:06,2026-06-01 12:13:06
158,411,19069,5,1,0,2026-06-01 12:13:06,2026-06-01 12:13:06
159,411,19253,5,1,0,2026-06-01 12:13:06,2026-06-01 12:13:06
160,411,19266,5,1,0,2026-06-01 12:13:06,2026-06-01 12:13:06
161,411,19267,5,1,0,2026-06-01 12:13:06,2026-06-01 12:13:06
162,412,19199,5,1,0,2026-06-03 11:10:45,2026-06-03 11:10:45
163,412,19200,5,1,0,2026-06-03 11:10:45,2026-06-03 11:10:45
164,412,19209,5,1,0,2026-06-03 11:10:45,2026-06-03 11:10:45
165,413,12284,5,1,0,2026-06-03 11:11:13,2026-06-03 11:11:13
166,413,15148,5,1,0,2026-06-03 11:11:13,2026-06-03 11:11:13
167,413,15429,5,1,0,2026-06-03 11:11:14,2026-06-03 11:11:14
168,413,17777,5,1,0,2026-06-03 11:11:14,2026-06-03 11:11:14
169,414,17356,5,1,0,2026-06-04 11:30:05,2026-06-04 11:30:05
170,414,19200,5,1,0,2026-06-04 11:30:05,2026-06-04 11:30:05
171,414,19294,5,1,0,2026-06-04 11:30:05,2026-06-04 11:30:05
172,414,19295,5,1,0,2026-06-04 11:30:05,2026-06-04 11:30:05
173,414,19296,5,1,0,2026-06-04 11:30:05,2026-06-04 11:30:05
174,415,688,3,1,0,2026-06-04 17:48:42,2026-06-04 17:48:42
175,415,19047,3,1,0,2026-06-04 17:48:42,2026-06-04 17:48:42
176,416,17484,5,1,0,2026-06-04 17:48:59,2026-06-04 17:48:59
177,416,19292,5,1,0,2026-06-04 17:48:59,2026-06-04 17:48:59
178,417,689,4,1,0,2026-06-04 17:49:06,2026-06-04 17:49:06
179,417,19264,4,1,0,2026-06-04 17:49:06,2026-06-04 17:49:06
180,419,19244,5,1,0,2026-06-06 13:43:47,2026-06-06 13:43:47
181,419,818,4,1,0,2026-06-06 13:43:47,2026-06-06 13:43:47
182,419,17813,4,1,0,2026-06-06 13:43:47,2026-06-06 13:43:47
183,419,1163,2,1,0,2026-06-06 13:43:47,2026-06-06 13:43:47
184,419,19103,4,1,0,2026-06-06 13:43:47,2026-06-06 13:43:47
185,419,19102,5,1,0,2026-06-06 13:43:47,2026-06-06 13:43:47
186,420,6326,3,1,0,2026-06-08 01:46:22,2026-06-08 01:46:22
187,422,19102,5,1,0,2026-06-08 11:38:24,2026-06-08 11:38:24
188,422,19045,5,1,0,2026-06-08 11:38:24,2026-06-08 11:38:24
189,423,816,4,1,0,2026-06-08 13:05:38,2026-06-08 13:05:38
190,423,8191,2,1,0,2026-06-08 13:05:38,2026-06-08 13:05:38
191,423,11855,3,1,0,2026-06-08 13:05:38,2026-06-08 13:05:38
192,424,17287,2,1,0,2026-06-08 13:11:34,2026-06-08 13:11:34
193,424,18766,4,1,0,2026-06-08 13:11:34,2026-06-08 13:11:34
194,425,688,3,1,0,2026-06-08 13:18:41,2026-06-08 13:18:41
195,425,12576,2,1,0,2026-06-08 13:18:41,2026-06-08 13:18:41
196,425,17623,4,1,0,2026-06-08 13:18:41,2026-06-08 13:18:41
197,426,19008,2,1,0,2026-06-08 13:47:04,2026-06-08 13:47:04
198,426,19310,4,1,0,2026-06-08 13:47:04,2026-06-08 13:47:04
199,427,19068,3,1,0,2026-06-08 15:16:15,2026-06-08 15:16:15
200,427,19310,2,1,0,2026-06-08 15:16:15,2026-06-08 15:16:15
201,427,19067,3,1,0,2026-06-08 15:16:15,2026-06-08 15:16:15
202,428,19067,3,1,0,2026-06-08 15:16:53,2026-06-08 15:16:53
203,428,19068,3,1,0,2026-06-08 15:16:53,2026-06-08 15:16:53
204,428,19310,2,1,0,2026-06-08 15:16:53,2026-06-08 15:16:53
205,429,19320,5,1,0,2026-06-10 14:53:56,2026-06-10 14:53:56
206,429,19134,5,1,0,2026-06-10 14:53:56,2026-06-10 14:53:56
207,429,19200,5,1,0,2026-06-10 14:53:56,2026-06-10 14:53:56
208,429,19321,5,1,0,2026-06-10 14:53:56,2026-06-10 14:53:56
209,429,19322,5,1,0,2026-06-10 14:53:56,2026-06-10 14:53:56
210,430,17715,4,1,0,2026-06-10 15:22:38,2026-06-10 15:22:38
211,432,19045,4,1,0,2026-06-10 16:59:39,2026-06-10 16:59:39
212,432,19047,5,1,0,2026-06-10 16:59:39,2026-06-10 16:59:39
213,432,19102,4,1,0,2026-06-10 16:59:39,2026-06-10 16:59:39
214,432,19118,5,1,0,2026-06-10 16:59:39,2026-06-10 16:59:39
215,432,19292,4,1,0,2026-06-10 16:59:39,2026-06-10 16:59:39
216,432,19297,5,1,0,2026-06-10 16:59:39,2026-06-10 16:59:39
217,432,19298,4,1,0,2026-06-10 16:59:39,2026-06-10 16:59:39
218,433,19045,4,1,0,2026-06-10 17:05:44,2026-06-10 17:05:44
219,433,19047,5,1,0,2026-06-10 17:05:44,2026-06-10 17:05:44
220,433,19102,4,1,0,2026-06-10 17:05:44,2026-06-10 17:05:44
221,433,19118,3,1,0,2026-06-10 17:05:44,2026-06-10 17:05:44
222,433,19292,4,1,0,2026-06-10 17:05:44,2026-06-10 17:05:44
223,433,19297,5,1,0,2026-06-10 17:05:44,2026-06-10 17:05:44
224,433,19298,4,1,0,2026-06-10 17:05:44,2026-06-10 17:05:44
225,434,19045,4,1,0,2026-06-10 17:07:04,2026-06-10 17:07:04
226,434,19047,5,1,0,2026-06-10 17:07:04,2026-06-10 17:07:04
227,434,19102,4,1,0,2026-06-10 17:07:04,2026-06-10 17:07:04
228,434,19118,3,1,0,2026-06-10 17:07:04,2026-06-10 17:07:04
229,434,19292,4,1,0,2026-06-10 17:07:04,2026-06-10 17:07:04
230,434,19297,5,1,0,2026-06-10 17:07:04,2026-06-10 17:07:04
231,434,19298,4,1,0,2026-06-10 17:07:04,2026-06-10 17:07:04
232,435,17781,4,1,0,2026-06-11 13:41:53,2026-06-11 13:41:53
233,435,19315,4,1,0,2026-06-11 13:41:53,2026-06-11 13:41:53
234,436,17589,4,1,0,2026-06-11 13:42:00,2026-06-11 13:42:00
235,436,18012,4,1,0,2026-06-11 13:42:00,2026-06-11 13:42:00
236,437,17290,3,1,0,2026-06-11 13:42:08,2026-06-11 13:42:08
237,437,17781,4,1,0,2026-06-11 13:42:08,2026-06-11 13:42:08
238,438,19312,5,1,0,2026-06-11 16:32:33,2026-06-11 16:32:33
239,438,19312,4,1,0,2026-06-11 16:32:33,2026-06-11 16:32:33
240,439,19312,5,1,0,2026-06-11 16:43:00,2026-06-11 16:43:00
241,440,13874,4,1,0,2026-06-11 16:51:31,2026-06-11 16:51:31
242,441,13874,5,1,0,2026-06-11 16:52:25,2026-06-11 16:52:25
243,441,19059,5,1,0,2026-06-11 16:52:25,2026-06-11 16:52:25
244,442,33,3,1,0,2026-06-11 17:11:37,2026-06-11 17:11:37
245,442,13901,3,1,0,2026-06-11 17:11:37,2026-06-11 17:11:37
246,443,33,3,1,0,2026-06-11 17:12:19,2026-06-11 17:12:19
247,443,13901,3,1,0,2026-06-11 17:12:19,2026-06-11 17:12:19
248,443,19264,5,1,0,2026-06-11 17:12:19,2026-06-11 17:12:19
249,444,33,3,1,0,2026-06-11 18:02:37,2026-06-11 18:02:37
250,444,13901,3,1,0,2026-06-11 18:02:37,2026-06-11 18:02:37
251,445,19323,4,1,0,2026-06-11 18:26:09,2026-06-11 18:26:09
252,445,19339,3,1,0,2026-06-11 18:26:09,2026-06-11 18:26:09
253,445,19340,3,1,0,2026-06-11 18:26:09,2026-06-11 18:26:09
254,446,19329,5,1,0,2026-06-11 19:09:40,2026-06-11 19:09:40
255,447,19323,3,1,0,2026-06-12 12:49:54,2026-06-12 12:49:54
256,447,19339,3,1,0,2026-06-12 12:49:54,2026-06-12 12:49:54
257,449,17781,4,1,0,2026-06-13 15:06:55,2026-06-13 15:06:55
258,449,19333,4,1,0,2026-06-13 15:06:55,2026-06-13 15:06:55
259,450,17715,4,1,0,2026-06-16 13:35:32,2026-06-16 13:35:32
260,450,19333,4,1,0,2026-06-16 13:35:32,2026-06-16 13:35:32
261,451,19329,5,1,0,2026-06-20 12:34:28,2026-06-20 12:34:28
262,452,14331,5,1,0,2026-06-20 15:58:38,2026-06-20 15:58:38
263,455,19142,3,1,0,2026-06-22 16:46:02,2026-06-22 16:46:02
264,455,19333,4,1,0,2026-06-22 16:46:02,2026-06-22 16:46:02
265,455,19389,4,1,0,2026-06-22 16:46:02,2026-06-22 16:46:02
266,456,17781,4,1,0,2026-06-22 16:46:11,2026-06-22 16:46:11
267,456,19315,4,1,0,2026-06-22 16:46:11,2026-06-22 16:46:11
268,457,19142,4,1,0,2026-06-22 16:51:39,2026-06-22 16:51:39
269,457,19143,4,1,0,2026-06-22 16:51:39,2026-06-22 16:51:39
270,458,15743,3,1,0,2026-06-23 13:25:05,2026-06-23 13:25:05
271,459,13994,4,1,0,2026-06-23 15:05:41,2026-06-23 15:05:41
272,460,16614,2,1,0,2026-06-23 17:52:56,2026-06-23 17:52:56
273,461,19333,3,1,0,2026-06-23 17:52:58,2026-06-23 17:52:58
274,462,17368,5,1,0,2026-06-23 17:53:00,2026-06-23 17:53:00
275,462,17514,5,1,0,2026-06-23 17:53:00,2026-06-23 17:53:00
276,462,18232,2,1,0,2026-06-23 17:53:00,2026-06-23 17:53:00
277,462,18528,4,1,0,2026-06-23 17:53:00,2026-06-23 17:53:00
278,462,19118,2,1,0,2026-06-23 17:53:00,2026-06-23 17:53:00
279,463,17781,4,1,0,2026-06-24 14:43:23,2026-06-24 14:43:23
280,463,19333,4,1,0,2026-06-24 14:43:23,2026-06-24 14:43:23
281,464,19263,4,1,0,2026-06-25 17:54:08,2026-06-25 17:54:08
282,464,19397,4,1,0,2026-06-25 17:54:08,2026-06-25 17:54:08
283,465,17781,4,1,0,2026-06-25 17:54:23,2026-06-25 17:54:23
284,465,19333,4,1,0,2026-06-25 17:54:23,2026-06-25 17:54:23
285,467,17781,4,1,0,2026-07-01 16:58:00,2026-07-01 16:58:00
286,467,19333,4,1,0,2026-07-01 16:58:00,2026-07-01 16:58:00
287,468,19268,3,1,0,2026-07-06 15:06:32,2026-07-06 15:06:32
288,468,19425,5,1,0,2026-07-06 15:06:32,2026-07-06 15:06:32
289,469,19046,5,1,0,2026-07-08 13:23:00,2026-07-08 13:23:00
290,469,19047,4,1,0,2026-07-08 13:23:00,2026-07-08 13:23:00
291,469,19216,4,1,0,2026-07-08 13:23:00,2026-07-08 13:23:00
292,470,19242,4,1,0,2026-07-08 13:23:05,2026-07-08 13:23:05
293,471,19241,4,1,0,2026-07-08 13:23:17,2026-07-08 13:23:17
294,472,15157,5,1,0,2026-07-08 13:24:49,2026-07-08 13:24:49
295,472,19432,3,1,0,2026-07-08 13:24:49,2026-07-08 13:24:49
296,472,19433,5,1,0,2026-07-08 13:24:49,2026-07-08 13:24:49
297,473,15152,4,1,0,2026-07-08 13:24:52,2026-07-08 13:24:52
298,473,19430,5,1,0,2026-07-08 13:24:52,2026-07-08 13:24:52
299,473,19431,5,1,0,2026-07-08 13:24:52,2026-07-08 13:24:52
300,474,17325,4,1,0,2026-07-08 13:25:57,2026-07-08 13:25:57
301,474,19351,4,1,0,2026-07-08 13:25:57,2026-07-08 13:25:57
302,475,19149,4,1,0,2026-07-08 13:38:44,2026-07-08 13:38:44
303,475,19389,4,1,0,2026-07-08 13:38:44,2026-07-08 13:38:44
304,476,19149,4,1,0,2026-07-08 13:38:47,2026-07-08 13:38:47
305,476,19181,4,1,0,2026-07-08 13:38:47,2026-07-08 13:38:47
306,477,19143,4,1,0,2026-07-08 13:38:50,2026-07-08 13:38:50
307,477,19389,4,1,0,2026-07-08 13:38:50,2026-07-08 13:38:50
308,480,19434,4,1,0,2026-07-08 14:45:07,2026-07-08 14:45:07
309,481,19431,5,1,0,2026-07-08 14:45:09,2026-07-08 14:45:09
310,482,19430,5,1,0,2026-07-08 14:45:11,2026-07-08 14:45:11
311,483,19162,4,1,0,2026-07-08 14:48:11,2026-07-08 14:48:11
312,485,19434,5,1,0,2026-07-08 14:55:51,2026-07-08 14:55:51
313,490,14583,4,1,0,2026-07-09 11:42:06,2026-07-09 11:42:06
314,490,15152,3,1,0,2026-07-09 11:42:06,2026-07-09 11:42:06
315,490,19437,4,1,0,2026-07-09 11:42:06,2026-07-09 11:42:06
316,491,17514,4,1,0,2026-07-09 12:55:41,2026-07-09 12:55:41
317,491,19159,5,1,0,2026-07-09 12:55:41,2026-07-09 12:55:41
318,492,19158,4,1,0,2026-07-09 12:55:45,2026-07-09 12:55:45
319,492,19416,4,1,0,2026-07-09 12:55:45,2026-07-09 12:55:45
320,493,15153,3,1,0,2026-07-09 12:58:52,2026-07-09 12:58:52
321,493,18133,5,1,0,2026-07-09 12:58:52,2026-07-09 12:58:52
