id,company_id,benefit_id,description,status,sortOrder,is_deleted,create_date,modify_date
356,39256,50,,1,,1,2026-06-12 18:46:58,2026-06-12 18:46:58
357,39256,51,,1,,1,2026-06-12 18:49:58,2026-06-12 18:49:58
358,39256,52,,1,,1,2026-06-12 18:51:44,2026-06-12 18:51:44
359,39256,53,,1,,1,2026-06-12 18:54:47,2026-06-12 18:54:47
360,39256,54,,1,,0,2026-06-12 19:10:48,2026-06-12 19:10:48
361,39072,55,,1,,1,2026-06-13 12:08:11,2026-06-13 12:08:11
362,40137,56,,1,,1,2026-06-18 15:53:49,2026-06-18 15:53:49
363,40137,22,,1,,0,2026-06-18 15:59:20,2026-06-18 15:59:20
364,40137,57,,1,,0,2026-06-18 15:59:42,2026-06-18 15:59:42
365,40137,58,,1,,0,2026-06-18 15:59:56,2026-06-18 15:59:56
366,40137,59,,1,,0,2026-06-18 16:00:18,2026-06-18 16:00:18
367,40137,60,,1,,0,2026-06-18 16:01:06,2026-06-18 16:01:06
368,40137,61,,1,,0,2026-06-18 16:02:15,2026-06-18 16:02:15
369,40137,62,,1,,0,2026-06-18 16:13:31,2026-06-18 16:13:31
370,40082,1,,1,,0,2026-06-22 18:11:51,2026-06-22 18:11:51
371,40473,3,,1,,0,2026-06-24 14:50:59,2026-06-24 14:50:59
372,40473,4,,1,,0,2026-06-24 14:51:45,2026-06-24 14:51:45
373,40473,6,,1,,0,2026-06-24 14:51:51,2026-06-24 14:51:51
374,40473,2,,1,,1,2026-06-26 17:26:51,2026-06-26 17:26:51
375,39976,2,,1,,0,2026-07-03 17:02:29,2026-07-03 17:02:29
376,39976,1,,1,,0,2026-07-03 17:02:34,2026-07-03 17:02:34
377,39976,56,,1,,1,2026-07-03 17:02:40,2026-07-03 17:02:40
378,39976,63,,1,,1,2026-07-03 17:12:40,2026-07-03 17:12:40
379,39976,64,,1,,0,2026-07-03 17:12:53,2026-07-03 17:12:53
380,39976,65,,1,,0,2026-07-03 17:27:25,2026-07-03 17:27:25
381,39976,66,,1,,0,2026-07-03 17:27:55,2026-07-03 17:27:55
382,39256,67,,1,,0,2026-07-03 17:38:29,2026-07-03 17:38:29
383,39256,56,,1,,0,2026-07-03 17:39:13,2026-07-03 17:39:13
