id,company_id,name,created_at,modify_at,is_deleted
1,39128,nataso,2026-07-11 12:49:03,2026-07-11 12:49:03,0
2,39128,nataso pvt ltd,2026-07-11 12:49:03,2026-07-11 12:49:03,0
