id,notification_id,user_id,is_deleted,create_date
652,15902,38860,0,2026-06-30 11:33:30
653,15899,38860,0,2026-06-30 11:33:30
654,15898,38860,0,2026-06-30 11:33:30
655,15897,38860,0,2026-06-30 11:33:30
656,15890,38860,0,2026-06-30 11:33:30
657,15884,38860,0,2026-06-30 11:33:30
658,15873,38860,0,2026-06-30 11:33:30
659,15872,38860,0,2026-06-30 11:33:30
660,15870,38860,0,2026-06-30 11:33:30
661,15868,38860,0,2026-06-30 11:33:30
662,15866,38860,0,2026-06-30 11:33:30
663,15858,38860,0,2026-06-30 11:33:30
664,15857,38860,0,2026-06-30 11:33:30
665,15854,38860,0,2026-06-30 11:33:30
666,15853,38860,0,2026-06-30 11:33:30
667,15852,38860,0,2026-06-30 11:33:30
668,15850,38860,0,2026-06-30 11:33:30
669,15849,38860,0,2026-06-30 11:33:30
670,15838,38860,0,2026-06-30 11:33:30
671,15837,38860,0,2026-06-30 11:33:30
672,15834,38860,0,2026-06-30 11:33:30
673,15833,38860,0,2026-06-30 11:33:30
674,15832,38860,0,2026-06-30 11:33:30
675,15826,38860,0,2026-06-30 11:33:30
676,15821,38860,0,2026-06-30 11:33:30
677,15820,38860,0,2026-06-30 11:33:30
678,15818,38860,0,2026-06-30 11:33:30
679,15816,38860,0,2026-06-30 11:33:30
680,15815,38860,0,2026-06-30 11:33:30
681,15800,38860,0,2026-06-30 11:33:30
682,15799,38860,0,2026-06-30 11:33:30
683,15768,38860,0,2026-06-30 11:33:30
684,15745,38860,0,2026-06-30 11:33:30
685,15707,38860,0,2026-06-30 11:33:30
686,15704,38860,0,2026-06-30 11:33:30
687,15703,38860,0,2026-06-30 11:33:30
688,15700,38860,0,2026-06-30 11:33:30
689,15699,38860,0,2026-06-30 11:33:30
690,15696,38860,0,2026-06-30 11:33:30
691,15693,38860,0,2026-06-30 11:33:30
692,15692,38860,0,2026-06-30 11:33:30
693,15685,38860,0,2026-06-30 11:33:30
694,15684,38860,0,2026-06-30 11:33:30
695,15679,38860,0,2026-06-30 11:33:30
696,15674,38860,0,2026-06-30 11:33:30
697,15669,38860,0,2026-06-30 11:33:30
698,15667,38860,0,2026-06-30 11:33:30
699,15666,38860,0,2026-06-30 11:33:30
700,15665,38860,0,2026-06-30 11:33:30
701,15661,38860,0,2026-06-30 11:33:30
702,15637,38860,0,2026-06-30 11:33:30
703,15605,38860,0,2026-06-30 11:33:30
704,15596,38860,0,2026-06-30 11:33:30
705,15595,38860,0,2026-06-30 11:33:30
706,15586,38860,0,2026-06-30 11:33:30
707,15529,38860,0,2026-06-30 11:33:30
708,15528,38860,0,2026-06-30 11:33:30
709,15527,38860,0,2026-06-30 11:33:30
710,15522,38860,0,2026-06-30 11:33:30
711,15521,38860,0,2026-06-30 11:33:30
712,15509,38860,0,2026-06-30 11:33:30
713,15499,38860,0,2026-06-30 11:33:30
714,15477,38860,0,2026-06-30 11:33:30
715,15473,38860,0,2026-06-30 11:33:30
716,15468,38860,0,2026-06-30 11:33:30
717,15464,38860,0,2026-06-30 11:33:30
718,15455,38860,0,2026-06-30 11:33:30
719,15454,38860,0,2026-06-30 11:33:30
720,15453,38860,0,2026-06-30 11:33:30
721,15440,38860,0,2026-06-30 11:33:30
722,15434,38860,0,2026-06-30 11:33:30
723,16022,40499,0,2026-06-30 11:41:29
724,16021,40499,0,2026-06-30 11:41:29
725,16020,40499,0,2026-06-30 11:41:29
726,16012,40499,0,2026-06-30 11:41:29
727,16006,40499,0,2026-06-30 11:41:29
728,15995,40499,0,2026-06-30 11:41:29
729,15975,40499,0,2026-06-30 11:41:29
730,15973,40499,0,2026-06-30 11:41:29
731,15971,40499,0,2026-06-30 11:41:29
732,15958,40499,0,2026-06-30 11:41:29
