id,user,university,course,course_type,state,city,not_applicable,starting_date,ending_date,ongoing,country,ishighest,certificate,status,created_by,is_deleted,create_date,modify_date
796,8747,473,1239,1,4008,133504,0,2019-08-08,2026-03-04,1,101,1,"uploads/document/1753716915_c6de3254f8f61aea7ecc.jpg,",1,,0,2025-07-28 00:00:00,2026-03-27 00:00:00
797,8778,312,1467,1,4026,133834,0,2023-08-28,2026-03-04,1,101,1,,1,,0,2025-07-29 00:00:00,2026-03-27 00:00:00
798,8815,474,1319,1,4008,132150,0,2019-08-19,2026-03-04,1,101,1,,1,,0,2025-07-29 00:00:00,2026-03-27 00:00:00
799,8841,20626,1205,1,4027,132039,0,2016-09-02,2026-03-04,1,101,1,,1,,0,2025-07-29 00:00:00,2026-03-27 00:00:00
800,6518,20626,1220,1,4027,132039,0,2017-01-03,2026-03-04,1,101,1,,1,,0,2025-07-29 00:00:00,2026-03-27 00:00:00
801,8908,20628,1241,1,4853,142001,0,2021-09-30,2026-03-04,1,101,1,"uploads/document/1753812774_53124880ef3321b5b21d.jpg,",1,,0,2025-07-29 00:00:00,2026-03-27 00:00:00
802,8896,133,1192,1,4021,131679,0,2024-07-29,2026-03-04,1,101,1,,1,,0,2025-07-30 00:00:00,2026-03-27 00:00:00
803,8926,20272,1192,1,4021,133210,0,2020-04-01,2026-03-04,1,101,1,,1,,0,2025-07-30 00:00:00,2026-03-27 00:00:00
804,8928,133,1208,1,4021,131679,0,2023-10-01,2026-03-04,1,101,1,,1,,0,2025-07-30 00:00:00,2026-03-27 00:00:00
805,8937,473,1469,1,4008,133504,0,2005-07-01,2026-03-04,1,101,1,,1,,0,2025-07-30 00:00:00,2026-03-27 00:00:00
806,8990,20629,1202,1,4035,134366,0,2018-09-10,2026-03-04,1,101,1,"uploads/document/1753864496_cdf2cb1e1b1b19274ae2.jpg,",1,,0,2025-07-30 00:00:00,2026-03-27 00:00:00
807,9027,20635,1221,1,4039,133853,0,2020-07-14,2026-03-04,1,101,1,,1,,0,2025-07-30 00:00:00,2026-03-27 00:00:00
808,9007,9303,1220,1,4030,57606,0,2002-03-10,2026-03-04,1,101,0,"uploads/document/1753883779_e0c5fed33c8c4f89bb72.jpg,",1,,0,2025-07-30 00:00:00,2026-03-27 00:00:00
809,9033,20636,1236,1,4015,132031,0,2014-06-01,2026-03-04,1,101,0,,1,,0,2025-07-30 00:00:00,2026-03-27 00:00:00
810,9089,5247,1219,1,4015,57882,0,2021-04-01,2026-03-04,1,101,0,"uploads/document/1753942923_35684a6887bae5ed52d1.pdf,",1,,0,2025-07-31 00:00:00,2026-03-27 00:00:00
811,9089,20637,1233,1,4015,57882,0,2022-09-01,2026-03-04,1,101,1,,1,,0,2025-07-31 00:00:00,2026-03-27 00:00:00
812,9111,20639,1198,1,4022,132384,0,2023-05-05,2026-03-04,1,101,1,,1,,0,2025-07-31 00:00:00,2026-03-27 00:00:00
813,9150,20616,1061,1,4008,133504,0,2002-06-01,2026-03-04,1,101,0,"uploads/document/1753991346_f989a3d0d883b97a5d21.pdf,",1,,0,2025-08-01 00:00:00,2026-03-27 00:00:00
814,9150,20616,1061,1,4008,133504,0,1999-06-01,2026-03-04,1,101,0,"uploads/document/1753991479_17bf01af214f18ac3501.pdf,",1,,0,2025-08-01 00:00:00,2026-03-27 00:00:00
815,9155,20641,1198,1,4022,132958,0,2021-04-01,2026-03-04,1,101,0,,1,,0,2025-08-01 00:00:00,2026-03-27 00:00:00
816,9155,20642,1473,1,4022,132142,0,2022-07-01,2026-03-04,1,101,1,,1,,0,2025-08-01 00:00:00,2026-03-27 00:00:00
817,9164,20643,1339,1,4039,57995,0,2025-08-01,2026-03-04,1,101,1,,1,,0,2025-08-01 00:00:00,2026-03-27 00:00:00
818,9257,715,1042,1,4012,132132,0,2019-08-01,2026-03-04,1,101,1,"uploads/document/1754066832_23e0a66aad7516363211.jpg,",1,,0,2025-08-01 00:00:00,2026-03-27 00:00:00
819,9263,133,1138,2,,,0,2021-08-01,2026-03-04,1,,0,,1,,0,2025-08-01 00:00:00,2026-03-27 00:00:00
820,9263,133,1434,2,,,0,2024-05-08,2026-03-04,1,,1,,1,,0,2025-08-01 00:00:00,2026-03-27 00:00:00
821,9267,20645,1303,1,4039,132181,0,2022-09-01,2026-03-04,1,101,1,,1,,0,2025-08-01 00:00:00,2026-03-27 00:00:00
822,9270,20646,1300,1,4022,131953,0,2020-06-01,2026-03-04,1,101,0,,1,,0,2025-08-01 00:00:00,2026-03-27 00:00:00
823,9270,20647,1219,1,4037,133749,0,2019-04-01,2026-03-04,1,101,0,,1,,0,2025-08-01 00:00:00,2026-03-27 00:00:00
824,9256,4935,1306,1,4022,131953,0,2022-11-01,2026-03-04,1,101,0,,1,,0,2025-08-02 00:00:00,2026-03-27 00:00:00
825,9256,20648,1433,1,4022,133001,0,2019-08-01,2026-03-04,1,101,0,,1,,0,2025-08-02 00:00:00,2026-03-27 00:00:00
826,8871,20649,1474,1,4021,133461,0,2024-11-28,2026-03-04,1,101,0,,1,,0,2025-08-02 00:00:00,2026-03-27 00:00:00
827,9303,20650,1202,1,4853,141934,0,2021-09-20,2026-03-04,1,101,1,,1,,0,2025-08-02 00:00:00,2026-03-27 00:00:00
828,9311,279,1475,1,4029,58139,0,2015-05-05,2026-03-04,1,101,0,"uploads/document/1754117177_9376510a00cb532a2e62.jpeg,",1,,0,2025-08-02 00:00:00,2026-03-27 00:00:00
829,9314,20256,1294,2,,,0,2016-06-12,2026-03-04,1,,1,,1,,0,2025-08-02 00:00:00,2026-03-27 00:00:00
830,9410,16150,1458,1,4021,134404,0,2022-08-24,2026-03-04,1,101,0,,1,,0,2025-08-03 00:00:00,2026-03-27 00:00:00
831,9410,20293,30,1,4021,134404,0,2025-01-03,2026-03-04,1,101,0,,1,,0,2025-08-03 00:00:00,2026-03-27 00:00:00
832,9452,557,1300,1,4015,133785,0,2016-07-01,2026-03-04,1,101,1,,1,,0,2025-08-03 00:00:00,2026-03-27 00:00:00
833,9442,1028,1223,1,4022,133230,0,2022-09-05,2026-03-04,1,101,1,"uploads/document/1754214576_ef5cf7707ac6546ba21a.pdf,",1,,0,2025-08-03 00:00:00,2026-03-27 00:00:00
834,9495,569,1303,1,4015,132980,0,2021-09-06,2026-03-04,1,101,1,,1,,0,2025-08-03 00:00:00,2026-03-27 00:00:00
835,9500,20653,1233,1,4027,133240,0,2021-08-01,2026-03-04,1,101,1,,1,,0,2025-08-03 00:00:00,2026-03-27 00:00:00
836,9514,15047,1220,1,4027,132742,0,2006-10-01,2026-03-04,1,101,0,"uploads/document/1754241781_94cacdfc6a5951f8f86b.pdf,",1,,0,2025-08-03 00:00:00,2026-03-27 00:00:00
837,9514,20654,1219,1,4027,132742,0,2011-08-01,2026-03-04,1,101,0,"uploads/document/1754241879_50ddabcb007e6a045493.pdf,",1,,0,2025-08-03 00:00:00,2026-03-27 00:00:00
838,9514,20655,1225,1,4027,132742,0,2013-08-01,2026-03-04,1,101,0,"uploads/document/1754242079_1860f976bafeba09f706.pdf,",1,,0,2025-08-03 00:00:00,2026-03-27 00:00:00
839,9514,46,1434,1,4027,132742,0,2016-09-20,2026-03-04,1,101,0,"uploads/document/1754242215_96af021c01fd65a8c757.pdf,",1,,0,2025-08-03 00:00:00,2026-03-27 00:00:00
840,9514,20656,1211,1,4027,132742,0,2019-09-20,2026-03-04,1,101,0,"uploads/document/1754242311_e85a761b4d254895d97d.pdf,",1,,0,2025-08-03 00:00:00,2026-03-27 00:00:00
841,9522,695,1061,1,,,0,2022-09-12,2026-03-04,1,,0,,1,,0,2025-08-04 00:00:00,2026-03-27 00:00:00
842,9522,1300,1061,1,,,0,2019-08-12,2026-03-04,1,,0,,1,,0,2025-08-04 00:00:00,2026-03-27 00:00:00
843,9572,20659,1242,1,4026,57847,0,2015-07-10,2026-03-04,1,101,1,,1,,0,2025-08-04 00:00:00,2026-03-27 00:00:00
844,9575,20247,33,1,4022,132384,0,2023-07-04,2026-03-04,1,101,1,,1,,0,2025-08-04 00:00:00,2026-03-27 00:00:00
845,9589,20501,1198,1,4021,132032,0,2023-09-02,2026-03-04,1,101,1,,1,,0,2025-08-04 00:00:00,2026-03-27 00:00:00
846,9599,20568,1198,1,4021,132032,0,2018-06-07,2026-03-04,1,101,1,,1,,0,2025-08-04 00:00:00,2026-03-27 00:00:00
847,9611,20660,626,1,1490,109063,0,2025-08-04,2026-03-04,1,218,1,"uploads/document/1754312514_47e051c2ef74b03281e7.jpeg,",1,,0,2025-08-04 00:00:00,2026-03-27 00:00:00
848,9617,20661,1190,2,,,0,2019-07-10,2026-03-04,1,,1,"uploads/document/1754313838_1e918b71e92a644ef960.pdf,",1,,0,2025-08-04 00:00:00,2026-03-27 00:00:00
849,9186,20662,1219,1,4039,132040,0,2013-07-04,2026-03-04,1,101,1,"uploads/document/1754327704_2fa213abce18b29aeb79.jpg,",1,,0,2025-08-04 00:00:00,2026-03-27 00:00:00
850,9716,20501,1198,1,4021,132032,0,2023-06-06,2026-03-04,1,101,1,,1,,0,2025-08-05 00:00:00,2026-03-27 00:00:00
851,9720,20501,1198,1,4021,132032,0,2022-06-07,2026-03-04,1,101,1,,1,,0,2025-08-05 00:00:00,2026-03-27 00:00:00
852,9732,1,92,1,4021,132032,0,2022-06-07,2026-03-04,1,101,1,,1,,0,2025-08-05 00:00:00,2026-03-27 00:00:00
853,9766,20663,1480,1,4016,132597,0,2010-08-05,2026-03-04,1,101,1,,1,,0,2025-08-05 00:00:00,2026-03-27 00:00:00
854,9509,20664,1219,1,4017,134187,0,1993-06-01,2026-03-04,1,101,1,"uploads/document/1754408874_08acdb8c47ed1415b9ed.pdf,",1,,0,2025-08-05 00:00:00,2026-03-27 00:00:00
855,9782,20260,1219,1,4021,134007,0,2015-04-06,2026-03-04,1,101,1,"uploads/document/1754415723_fe5ac4b538855d60860f.jpg,",1,,0,2025-08-05 00:00:00,2026-03-27 00:00:00
856,9799,6111,1220,1,4021,58171,0,2021-04-01,2026-03-04,1,101,0,,1,,0,2025-08-06 00:00:00,2026-03-27 00:00:00
857,9799,7789,1198,2,,,0,2025-06-01,2026-03-04,1,,1,,1,,0,2025-08-06 00:00:00,2026-03-27 00:00:00
858,9814,742,1188,1,4022,132384,0,2023-07-01,2026-03-04,1,101,1,"uploads/document/1754449347_ca2c009443eacb35acc4.pdf,",1,,0,2025-08-06 00:00:00,2026-03-27 00:00:00
859,9816,20272,1219,1,4021,134012,0,2021-08-06,2026-03-04,1,101,1,,1,,0,2025-08-06 00:00:00,2026-03-27 00:00:00
860,9836,20666,1255,1,4026,133586,0,2000-07-05,2026-03-04,1,101,1,,1,,0,2025-08-06 00:00:00,2026-03-27 00:00:00
861,9850,20247,124,1,4021,132032,0,2023-06-06,2026-03-04,1,101,1,,1,,0,2025-08-06 00:00:00,2026-03-27 00:00:00
862,9865,69,1221,1,4037,131605,0,2013-06-01,2026-03-04,1,101,1,,1,,0,2025-08-06 00:00:00,2026-03-27 00:00:00
863,3500,4970,1483,1,4021,131679,0,2017-08-01,2026-03-04,1,101,0,,1,,0,2025-08-06 00:00:00,2026-03-27 00:00:00
864,3500,20256,1215,1,4021,131679,0,2024-08-01,2026-03-04,1,101,1,,1,,0,2025-08-06 00:00:00,2026-03-27 00:00:00
865,9877,20661,1213,2,,,0,2021-08-06,2026-03-04,1,,1,,1,,0,2025-08-06 00:00:00,2026-03-27 00:00:00
866,9892,20668,1303,1,4008,133986,0,2022-11-01,2026-03-04,1,101,1,,1,,0,2025-08-06 00:00:00,2026-03-27 00:00:00
867,9897,649,1259,1,4035,131517,0,2021-09-27,2026-03-04,1,101,1,,1,,0,2025-08-06 00:00:00,2026-03-27 00:00:00
868,9906,20322,1236,1,4022,,0,2017-07-01,2026-03-04,1,101,1,,1,,0,2025-08-06 00:00:00,2026-03-27 00:00:00
869,9963,133,1219,1,4021,131679,0,2025-08-07,2026-03-04,1,101,1,,1,,0,2025-08-07 00:00:00,2026-03-27 00:00:00
870,9986,3,33,1,4021,132032,0,2022-06-03,2026-03-04,1,101,1,,1,,0,2025-08-07 00:00:00,2026-03-27 00:00:00
871,9988,714,1485,1,4012,132132,0,2019-08-17,2026-03-04,1,101,1,,1,,0,2025-08-07 00:00:00,2026-03-27 00:00:00
872,9995,20669,1205,1,4028,133322,0,2016-06-01,2026-03-04,1,101,0,,1,,0,2025-08-07 00:00:00,2026-03-27 00:00:00
873,9995,20669,1219,1,4028,133322,0,2018-06-01,2026-03-04,1,101,0,,1,,0,2025-08-07 00:00:00,2026-03-27 00:00:00
874,9995,651,1486,1,4035,131618,0,2019-06-24,2026-03-04,1,101,0,,1,,0,2025-08-07 00:00:00,2026-03-27 00:00:00
875,9995,20670,1487,1,4035,131618,0,2022-09-28,2026-03-04,1,101,1,,1,,0,2025-08-07 00:00:00,2026-03-27 00:00:00
876,40,133,1213,1,4021,154083,0,1998-06-10,2026-03-04,1,101,1,,1,,0,2025-08-07 00:00:00,2026-03-27 00:00:00
877,7863,20331,1300,1,4022,132142,0,2021-11-09,2026-03-04,1,101,1,,1,,0,2025-08-08 00:00:00,2026-03-27 00:00:00
878,10076,20671,1296,1,,,0,2011-03-01,2026-03-04,1,101,0,,1,,0,2025-08-08 00:00:00,2026-03-27 00:00:00
879,10098,20673,1194,1,4027,58081,0,2025-06-13,2026-03-04,1,101,1,,1,,0,2025-08-08 00:00:00,2026-03-27 00:00:00
880,10112,345,1185,1,4026,132016,0,2021-12-15,2026-03-04,1,101,1,"uploads/document/1754664603_9d57005d2008bbda8de9.jpg,",1,,0,2025-08-08 00:00:00,2026-03-27 00:00:00
881,10142,560,1215,1,4007,132032,0,2019-08-08,2026-03-04,1,101,1,,1,,0,2025-08-09 00:00:00,2026-03-27 00:00:00
882,10186,473,1241,1,4008,133504,0,2017-07-13,2026-03-04,1,101,1,,1,,0,2025-08-09 00:00:00,2026-03-27 00:00:00
883,10198,1251,1492,1,4027,132039,0,2025-07-28,2026-03-04,1,101,1,"uploads/document/1754745745_7917ec9eaa60851bea09.pdf,",1,,0,2025-08-09 00:00:00,2026-03-27 00:00:00
884,10225,5946,1220,1,4022,132042,0,2018-04-01,2026-03-04,1,101,0,"uploads/document/1754766547_d693d3639fe7f941ad3b.jpg,",1,,0,2025-08-10 00:00:00,2026-03-27 00:00:00
885,10225,9831,1219,1,4022,57951,0,2020-04-01,2026-03-04,1,101,0,"uploads/document/1754766626_932a195835d3d24a2f76.jpg,",1,,0,2025-08-10 00:00:00,2026-03-27 00:00:00
886,10225,20376,1303,1,4022,132005,0,2021-11-21,2026-03-04,1,101,1,"uploads/document/1754766835_24c66fb63f5a524a6ece.pdf,",1,,0,2025-08-10 00:00:00,2026-03-27 00:00:00
887,10236,20676,1493,1,4015,132785,0,2018-02-01,2026-03-04,1,101,0,,1,,0,2025-08-10 00:00:00,2026-03-27 00:00:00
888,10292,20677,1373,1,4027,58034,0,2021-08-10,2026-03-04,1,101,1,,1,,0,2025-08-10 00:00:00,2026-03-27 00:00:00
889,10303,133,1448,1,4021,154094,0,2022-07-11,2026-03-04,1,101,0,,1,,0,2025-08-11 00:00:00,2026-03-27 00:00:00
890,10303,20260,1494,1,4021,131821,0,2020-04-01,2026-03-04,1,101,0,,1,,0,2025-08-11 00:00:00,2026-03-27 00:00:00
891,10303,20260,1278,1,4021,131821,0,2018-04-01,2026-03-04,1,101,0,,1,,0,2025-08-11 00:00:00,2026-03-27 00:00:00
892,10306,11202,1496,1,4025,133044,0,2004-06-01,2026-03-04,1,101,0,,1,,0,2025-08-11 00:00:00,2026-03-27 00:00:00
893,10306,11202,1198,1,4025,133044,0,2006-06-01,2026-03-04,1,101,0,,1,,0,2025-08-11 00:00:00,2026-03-27 00:00:00
894,10306,20679,1255,1,4013,57823,0,2007-08-01,2026-03-04,1,101,0,,1,,0,2025-08-11 00:00:00,2026-03-27 00:00:00
895,10306,20680,1296,1,4013,58000,0,2014-08-01,2026-03-04,1,101,1,,1,,0,2025-08-11 00:00:00,2026-03-27 00:00:00
896,10346,1767,33,1,4021,132032,0,2019-06-12,2026-03-04,1,101,1,,1,,0,2025-08-11 00:00:00,2026-03-27 00:00:00
897,10355,20247,33,1,4022,132782,0,2020-07-03,2026-03-04,1,101,1,,1,,0,2025-08-11 00:00:00,2026-03-27 00:00:00
898,10358,340,1185,1,4026,57933,0,2022-09-11,2026-03-04,1,101,1,,1,,0,2025-08-11 00:00:00,2026-03-27 00:00:00
899,10368,1226,1317,1,4021,133210,0,2003-06-03,2026-03-04,1,101,0,,1,,0,2025-08-11 00:00:00,2026-03-27 00:00:00
900,10368,114,1185,1,4021,133210,0,1999-11-01,2026-03-04,1,101,0,,1,,0,2025-08-11 00:00:00,2026-03-27 00:00:00
901,10384,20682,1233,1,4007,132032,0,2010-05-11,2026-03-04,1,101,0,,1,,0,2025-08-11 00:00:00,2026-03-27 00:00:00
902,10409,210,33,1,4021,132032,0,2021-07-13,2026-03-04,1,101,1,,1,,0,2025-08-11 00:00:00,2026-03-27 00:00:00
903,10412,806,1198,1,4021,132032,0,2018-06-05,2026-03-04,1,101,1,,1,,0,2025-08-11 00:00:00,2026-03-27 00:00:00
904,10421,111,124,1,4037,133386,0,2022-06-07,2026-03-04,1,101,1,,1,,0,2025-08-11 00:00:00,2026-03-27 00:00:00
905,10446,305,1330,1,4026,57933,0,2025-08-12,2026-03-04,1,101,1,,1,,0,2025-08-12 00:00:00,2026-03-27 00:00:00
906,10471,20501,1198,1,4021,132032,0,2016-06-07,2026-03-04,1,101,1,,1,,0,2025-08-12 00:00:00,2026-03-27 00:00:00
907,10480,251,38,1,4021,132032,0,2021-06-08,2026-03-04,1,101,1,,1,,0,2025-08-12 00:00:00,2026-03-27 00:00:00
908,10488,20501,1198,1,4021,132032,0,2020-06-09,2026-03-04,1,101,1,,1,,0,2025-08-12 00:00:00,2026-03-27 00:00:00
909,10507,20683,1219,1,4027,132110,0,2016-05-10,2026-03-04,1,101,1,,1,,0,2025-08-12 00:00:00,2026-03-27 00:00:00
910,10454,311,1481,1,,,0,2011-06-06,2026-03-04,1,101,1,,1,,0,2025-08-12 00:00:00,2026-03-27 00:00:00
911,10529,20441,1236,1,4022,132005,0,2019-08-01,2026-03-04,1,101,1,,1,,0,2025-08-12 00:00:00,2026-03-27 00:00:00
912,10547,469,1213,1,4008,133116,0,2016-07-01,2026-03-04,1,101,0,,1,,0,2025-08-12 00:00:00,2026-03-27 00:00:00
913,10547,469,1214,1,4008,133116,0,2018-08-01,2026-03-04,1,101,0,,1,,0,2025-08-12 00:00:00,2026-03-27 00:00:00
914,10548,20684,1220,1,4025,132232,0,2018-03-06,2026-03-04,1,101,0,"uploads/document/1755017937_eb3984fb7c87c20c4a5e.jpg,",1,,0,2025-08-12 00:00:00,2026-03-27 00:00:00
915,10569,18680,1504,1,4021,131853,0,2012-07-15,2026-03-04,1,101,0,,1,,0,2025-08-13 00:00:00,2026-03-27 00:00:00
916,10569,18680,1505,1,4021,131853,0,2011-12-15,2026-03-04,1,101,0,,1,,0,2025-08-13 00:00:00,2026-03-27 00:00:00
917,10569,18672,1506,1,4021,131853,0,2008-07-15,2026-03-04,1,101,0,,1,,0,2025-08-13 00:00:00,2026-03-27 00:00:00
918,10569,905,1507,2,,,0,2021-11-01,2026-03-04,1,,0,,1,,1,2025-08-13 00:00:00,2026-03-27 00:00:00
919,10569,20685,1508,2,,,0,2023-04-01,2026-03-04,1,,0,,1,,1,2025-08-13 00:00:00,2026-03-27 00:00:00
920,10584,805,1509,1,4022,132782,0,2020-08-01,2026-03-04,1,101,0,,1,,0,2025-08-13 00:00:00,2026-03-27 00:00:00
921,10622,10288,1300,1,4022,132384,0,2021-08-10,2026-03-04,1,101,1,,1,,0,2025-08-13 00:00:00,2026-03-27 00:00:00
922,10634,20686,1510,1,4021,131679,0,2006-01-01,2026-03-04,1,101,0,,1,,0,2025-08-13 00:00:00,2026-03-27 00:00:00
923,10634,20686,1494,1,4021,131679,0,2007-04-01,2026-03-04,1,101,0,,1,,0,2025-08-13 00:00:00,2026-03-27 00:00:00
924,10634,20687,1256,1,4021,131679,0,2009-03-01,2026-03-04,1,101,1,,1,,0,2025-08-13 00:00:00,2026-03-27 00:00:00
925,10650,14131,1219,1,4007,132032,0,2024-08-13,2026-03-04,1,101,1,,1,,0,2025-08-13 00:00:00,2026-03-27 00:00:00
926,10671,210,26,1,4021,132032,0,2023-07-03,2026-03-04,1,101,1,,1,,0,2025-08-13 00:00:00,2026-03-27 00:00:00
927,10675,5301,1198,1,4021,132032,0,2018-06-01,2026-03-04,1,101,1,,1,,0,2025-08-13 00:00:00,2026-03-27 00:00:00
928,10687,15933,1219,1,4007,132032,0,2024-08-13,2026-03-04,1,101,1,,1,,0,2025-08-13 00:00:00,2026-03-27 00:00:00
929,8251,403,1511,1,4039,57995,0,2018-06-13,2026-03-04,1,101,0,,1,,0,2025-08-13 00:00:00,2026-03-27 00:00:00
930,10771,729,1214,1,4022,57640,0,2021-07-10,2026-03-04,1,101,0,"uploads/document/1755182989_553260e3917f746f5e7d.jpg,",1,,0,2025-08-14 00:00:00,2026-03-27 00:00:00
931,10771,804,1213,1,4022,57640,0,2018-07-10,2026-03-04,1,101,0,"uploads/document/1755183086_13e6a345bb68d8c64ec7.jpg,",1,,0,2025-08-14 00:00:00,2026-03-27 00:00:00
932,10771,12746,1198,1,4022,132976,0,2017-04-03,2026-03-04,1,101,0,"uploads/document/1755183861_2f66c04985a572fe3667.pdf,",1,,0,2025-08-14 00:00:00,2026-03-27 00:00:00
933,10771,14318,1205,1,4022,132976,0,2015-04-10,2026-03-04,1,101,0,"uploads/document/1755183940_8039386800a968d26a0d.pdf,",1,,0,2025-08-14 00:00:00,2026-03-27 00:00:00
934,10771,20688,1287,1,4022,132976,0,2023-12-05,2026-03-04,1,101,0,"uploads/document/1755184206_020ce21c26014e8a5c01.jpg,",1,,0,2025-08-14 00:00:00,2026-03-27 00:00:00
935,10801,18701,1213,2,,,0,2024-07-15,2026-03-04,1,,1,,1,,0,2025-08-15 00:00:00,2026-03-27 00:00:00
936,10807,741,1209,2,,,0,2023-08-15,2026-03-04,1,,1,,1,,0,2025-08-15 00:00:00,2026-03-27 00:00:00
937,10808,20260,1219,1,4021,131679,0,2023-05-01,2026-03-04,1,101,0,,1,,0,2025-08-15 00:00:00,2026-03-27 00:00:00
938,10808,20293,30,1,4021,131679,0,2024-11-01,2026-03-04,1,101,0,,1,,0,2025-08-15 00:00:00,2026-03-27 00:00:00
939,10843,20689,1215,1,4008,,0,2023-06-15,2026-03-04,1,101,1,,1,,0,2025-08-15 00:00:00,2026-03-27 00:00:00
940,10854,99,1354,1,,,0,2017-06-01,2026-03-04,1,101,1,,1,,0,2025-08-15 00:00:00,2026-03-27 00:00:00
941,10878,20690,1220,1,4027,132004,0,2014-08-15,2026-03-04,1,101,0,,1,,0,2025-08-15 00:00:00,2026-03-27 00:00:00
942,10884,20256,1213,2,,,0,2014-06-01,2026-03-04,1,,1,,1,,0,2025-08-15 00:00:00,2026-03-27 00:00:00
943,10901,20691,1512,1,4035,134341,0,2008-07-16,2026-03-04,1,101,1,,1,,0,2025-08-16 00:00:00,2026-03-27 00:00:00
944,10952,20692,1220,1,4022,132306,0,2020-05-11,2026-03-04,1,101,0,,1,,0,2025-08-16 00:00:00,2026-03-27 00:00:00
945,10948,543,1215,1,4015,132472,0,2023-08-16,2026-03-04,1,101,1,,1,,0,2025-08-16 00:00:00,2026-03-27 00:00:00
946,10975,47,1192,1,4027,132742,0,2023-08-16,2026-03-04,1,101,1,"uploads/document/1755363448_df8acfdaed2624aa8027.jpg,",1,,0,2025-08-16 00:00:00,2026-03-27 00:00:00
947,10977,5326,1220,1,4021,131679,0,2021-04-01,2026-03-04,1,101,0,,1,,0,2025-08-16 00:00:00,2026-03-27 00:00:00
948,10977,5326,1219,1,4021,131679,0,2023-04-01,2026-03-04,1,101,0,,1,,0,2025-08-16 00:00:00,2026-03-27 00:00:00
949,10977,133,1221,2,4021,131679,0,2024-09-01,2026-03-04,1,101,1,,1,,0,2025-08-16 00:00:00,2026-03-27 00:00:00
950,10998,868,1303,1,4853,142001,0,2022-09-01,2026-03-04,1,101,0,,1,,0,2025-08-17 00:00:00,2026-03-27 00:00:00
951,10998,868,1340,1,4853,142001,0,2019-06-01,2026-03-04,1,101,0,,1,,0,2025-08-17 00:00:00,2026-03-27 00:00:00
952,11010,193,1513,1,4030,133679,0,2023-02-11,2026-03-04,1,101,1,,1,,0,2025-08-17 00:00:00,2026-03-27 00:00:00
953,11046,4962,1100,1,4035,131841,0,2020-11-20,2026-03-04,1,101,0,,1,,0,2025-08-17 00:00:00,2026-03-27 00:00:00
954,11046,20693,1205,1,4035,133134,0,2017-06-15,2026-03-04,1,101,0,,1,,0,2025-08-17 00:00:00,2026-03-27 00:00:00
955,11046,20694,1198,1,4035,133134,0,2019-07-18,2026-03-04,1,101,0,,1,,0,2025-08-17 00:00:00,2026-03-27 00:00:00
956,11048,202,1212,1,4030,57606,0,2009-08-17,2026-03-04,1,101,1,,1,,0,2025-08-17 00:00:00,2026-03-27 00:00:00
957,11070,20695,1188,1,4027,132039,0,2018-08-01,2026-03-04,1,101,1,,1,,0,2025-08-17 00:00:00,2026-03-27 00:00:00
958,11089,661,1514,1,4035,131517,0,2017-07-04,2026-03-04,1,101,1,,1,,0,2025-08-18 00:00:00,2026-03-27 00:00:00
959,11117,20696,1233,1,4027,132039,0,2020-10-01,2026-03-04,1,101,1,,1,,0,2025-08-18 00:00:00,2026-03-27 00:00:00
960,11130,550,1328,1,4015,132980,0,2020-08-18,2026-03-04,1,101,1,"uploads/document/1755501558_bc5aaec204316d02be6e.pdf,",1,,0,2025-08-18 00:00:00,2026-03-27 00:00:00
961,11139,20698,1198,1,4022,131845,0,2024-04-01,2026-03-04,1,101,1,,1,,0,2025-08-18 00:00:00,2026-03-27 00:00:00
962,11166,20699,1433,1,4008,57765,0,2024-05-01,2026-03-04,1,101,0,,1,,0,2025-08-18 00:00:00,2026-03-27 00:00:00
963,11209,111,1180,1,4021,133165,0,2021-04-19,2026-03-04,1,101,1,"uploads/document/1755573154_b58e87c4c8fedb3088cd.jpg,uploads/document/1755573154_bfb3dbd06c3c8d4bd4b2.jpg,uploads/document/1755573154_10a0262e3d32b026f684.jpg,uploads/document/1755573154_4cad42a2dde20a80ca3c.jpg,uploads/document/1755573154_9d3e61bca05fda110f34.jpg,uploads/document/1755573154_118eced648b2aa3af998.jpg,uploads/document/1755573154_9c729779adf62acbf41f.jpg,uploads/document/1755573154_be63a5cacfa1776b0e0e.jpg,uploads/document/1755573154_9505cfb412cb065ba259.jpg,",1,,0,2025-08-19 00:00:00,2026-03-27 00:00:00
964,11232,43,1187,1,4027,133935,0,2019-06-01,2026-03-04,1,101,1,,1,,0,2025-08-19 00:00:00,2026-03-27 00:00:00
965,11266,4796,1198,1,4013,132578,0,2019-03-19,2026-03-04,1,101,0,,1,,0,2025-08-19 00:00:00,2026-03-27 00:00:00
966,11266,20702,1185,1,4017,134356,0,2021-10-19,2026-03-04,1,101,0,,1,,0,2025-08-19 00:00:00,2026-03-27 00:00:00
967,11290,20703,1516,1,4020,134279,0,2021-09-10,2026-03-04,1,101,1,,1,,0,2025-08-20 00:00:00,2026-03-27 00:00:00
968,11291,20272,1219,1,4015,57587,0,2023-04-01,2026-03-04,1,101,1,"uploads/document/1755658849_dfe3ffca02f1288825fd.pdf,",1,,0,2025-08-20 00:00:00,2026-03-27 00:00:00
969,11295,20473,1517,1,4021,131679,0,2021-06-20,2026-03-04,1,101,1,"uploads/document/1755663693_bc59f16aff1d3d3d4f76.jpeg,",1,,0,2025-08-20 00:00:00,2026-03-27 00:00:00
