id,user,university,course,course_type,state,city,not_applicable,starting_date,ending_date,ongoing,country,ishighest,certificate,status,created_by,is_deleted,create_date,modify_date
1,40471,21186,1233,1,4021,,0,2021-01-01,2024-12-23,1,101,0,,1,,1,2025-03-24 00:00:00,2026-06-23 15:09:10
2,38860,2,1236,1,4021,131679,0,2025-10-02,2026-03-04,1,101,0,,1,,1,2025-03-24 00:00:00,2026-03-27 00:00:00
3,38860,948,948,1,4021,154084,0,2025-12-01,2026-03-04,1,101,0,,1,,0,2025-03-24 00:00:00,2026-03-27 00:00:00
4,4,2703,1183,1,2464,,0,2014-09-24,2026-03-04,1,232,1,,1,,0,2025-03-24 00:00:00,2026-03-27 00:00:00
5,19,20254,1093,1,4021,58171,0,2009-02-08,2026-03-04,1,101,0,,1,,0,2025-03-24 00:00:00,2026-03-27 00:00:00
6,14,20245,1184,1,,,0,2020-03-01,2026-03-04,1,101,1,,1,,0,2025-03-24 00:00:00,2026-03-27 00:00:00
7,37,741,1185,1,4022,132005,0,2008-04-13,2026-03-04,1,101,0,,1,,0,2025-03-24 00:00:00,2026-03-27 00:00:00
8,22,830,1107,1,4016,133638,0,2010-04-14,2026-03-04,1,101,1,,1,,0,2025-03-24 00:00:00,2026-03-27 00:00:00
9,57,20246,1186,1,4022,132005,0,2012-08-07,2026-03-04,1,101,1,,1,,0,2025-03-24 00:00:00,2026-03-27 00:00:00
10,32,133,1187,1,4021,133210,0,2011-05-25,2026-03-04,1,101,1,,1,,0,2025-03-24 00:00:00,2026-03-27 00:00:00
11,48,20247,1188,1,4022,132384,0,1999-07-01,2026-03-04,1,101,0,,1,,0,2025-03-24 00:00:00,2026-03-27 00:00:00
12,26,133,1183,1,4021,154084,0,2003-07-01,2026-03-04,1,101,1,,1,,0,2025-03-24 00:00:00,2026-03-27 00:00:00
13,52,133,1187,2,,,0,1998-06-01,2026-03-04,1,,1,,1,,0,2025-03-24 00:00:00,2026-03-27 00:00:00
14,65,643,1216,2,,,0,2008-04-08,2026-03-04,1,,0,,1,,0,2025-03-24 00:00:00,2026-03-27 00:00:00
15,53,20667,1061,1,4021,133243,0,2010-02-24,2026-03-04,1,101,1,,1,,0,2025-03-24 00:00:00,2026-03-27 00:00:00
16,60,551,1192,2,,,0,2009-01-30,2026-03-04,1,,0,,1,,0,2025-03-24 00:00:00,2026-03-27 00:00:00
17,59,20282,1198,1,4022,133580,0,2012-04-16,2026-03-04,1,101,0,,1,,0,2025-03-24 00:00:00,2026-03-27 00:00:00
18,59,20253,1197,1,4022,133580,0,2014-03-24,2026-03-04,1,101,0,,1,,0,2025-03-24 00:00:00,2026-03-27 00:00:00
19,75,10891,1194,1,4006,133870,0,1966-03-24,2026-03-04,1,101,0,,1,,0,2025-03-24 00:00:00,2026-03-27 00:00:00
20,75,498,1195,1,4006,133870,0,1978-03-24,2026-03-04,1,101,1,,1,,0,2025-03-24 00:00:00,2026-03-27 00:00:00
21,79,269,1187,1,4029,132654,0,1986-03-01,2026-03-04,1,101,0,,1,,0,2025-03-25 00:00:00,2026-03-27 00:00:00
22,88,331,1199,1,4026,133872,0,2010-06-07,2026-03-04,1,101,0,,1,,0,2025-03-25 00:00:00,2026-03-27 00:00:00
23,30,16806,1042,2,4021,131679,0,2009-07-08,2026-03-04,1,101,1,,1,,0,2025-03-25 00:00:00,2026-03-27 00:00:00
24,45,20255,1201,1,4021,133210,0,2022-07-01,2026-03-04,1,101,0,,1,,0,2025-03-25 00:00:00,2026-03-27 00:00:00
25,45,20256,1187,1,4021,133210,0,2020-01-01,2026-03-04,1,101,1,,1,,0,2025-03-25 00:00:00,2026-03-27 00:00:00
26,50,133,1190,1,4021,131679,0,2012-02-01,2026-03-04,1,101,0,"uploads/document/1742966469_fca91ecb03ae806638d6.pdf,",1,,0,2025-03-25 00:00:00,2026-03-27 00:00:00
27,104,20257,1202,1,4007,131856,0,2023-08-16,2026-03-04,1,101,0,,1,,0,2025-03-26 00:00:00,2026-03-27 00:00:00
28,50,20260,1198,1,4021,131679,0,2010-04-01,2026-03-04,1,101,0,,1,,0,2025-03-26 00:00:00,2026-03-27 00:00:00
29,50,20260,1205,1,4021,131679,0,2008-04-01,2026-03-04,1,101,0,,1,,0,2025-03-26 00:00:00,2026-03-27 00:00:00
30,18,20245,1188,1,4021,131679,0,2015-06-26,2026-04-03,1,101,0,,1,,0,2025-03-26 00:00:00,2026-04-02 00:00:00
31,18,20261,1207,1,4021,1207,0,2017-01-26,2026-04-01,1,101,0,,1,,0,2025-03-26 00:00:00,2026-04-02 00:00:00
32,39,73,1210,1,4037,133386,0,2015-02-01,2026-03-04,1,101,1,,1,,0,2025-03-26 00:00:00,2026-03-27 00:00:00
33,29,20256,1088,1,4021,154093,0,2014-07-20,2026-03-04,1,101,0,,1,,0,2025-03-26 00:00:00,2026-03-27 00:00:00
34,29,215,1088,1,4007,133999,0,2019-07-22,2026-03-04,1,101,0,,1,,0,2025-03-26 00:00:00,2026-03-27 00:00:00
35,29,217,1211,1,4007,132106,0,2018-07-10,2026-03-04,1,101,0,,1,,0,2025-03-26 00:00:00,2026-03-27 00:00:00
36,38,1028,1212,1,4022,133230,0,2015-08-01,2026-03-04,1,101,1,,1,,0,2025-03-28 00:00:00,2026-03-27 00:00:00
37,131,1128,1213,1,4021,131679,0,2020-08-01,2026-03-04,1,101,0,,1,,0,2025-03-29 00:00:00,2026-03-27 00:00:00
38,131,1128,1214,1,4021,131679,0,2024-07-01,2026-03-04,1,101,1,,1,,0,2025-03-29 00:00:00,2026-03-27 00:00:00
39,134,20264,1194,1,4021,133165,0,2020-02-04,2026-03-04,1,101,0,,1,,1,2025-03-30 00:00:00,2026-03-27 00:00:00
40,1,730,1217,1,4021,131679,0,2016-04-30,2026-03-04,1,101,0,,1,,0,2025-03-30 00:00:00,2026-03-27 00:00:00
41,182,20265,1218,1,4007,57810,0,2016-08-01,2026-03-04,1,101,1,,1,,0,2025-03-31 00:00:00,2026-03-27 00:00:00
42,130,20266,1185,1,4021,133210,0,2018-08-01,2026-03-04,1,101,1,"uploads/document/1743415648_795e247f442a39774954.jpg,",1,,0,2025-03-31 00:00:00,2026-03-27 00:00:00
43,144,1177,1199,1,,,0,2020-07-10,2026-03-04,1,101,0,,1,,1,2025-04-01 00:00:00,2026-03-27 00:00:00
44,144,5796,1219,1,,,0,2018-04-01,2026-03-04,1,101,0,,1,,1,2025-04-01 00:00:00,2026-03-27 00:00:00
45,144,5796,1220,1,,,0,2016-04-01,2026-03-04,1,,0,,1,,1,2025-04-01 00:00:00,2026-03-27 00:00:00
46,6,121,1205,1,,,0,2009-06-01,2026-03-04,1,,0,,1,,0,2025-04-01 00:00:00,2026-03-27 00:00:00
47,211,20267,33,1,4008,,0,2022-06-16,2026-03-04,1,101,0,,1,,0,2025-04-01 00:00:00,2026-03-27 00:00:00
48,262,73,1221,1,4037,133386,0,2018-04-23,2026-03-04,1,101,1,,1,,0,2025-04-01 00:00:00,2026-03-27 00:00:00
49,252,590,1202,1,,,0,2015-08-02,2026-03-04,1,,1,,1,,0,2025-04-02 00:00:00,2026-03-27 00:00:00
50,313,20245,1188,1,4021,131679,0,2016-05-01,2026-03-04,1,101,0,"uploads/document/1745661630_7dbee35aa6cb9244e929.pdf,",1,,0,2025-04-03 00:00:00,2026-03-27 00:00:00
51,376,20268,1215,1,4022,132958,0,2014-05-01,2026-03-04,1,101,0,,1,,0,2025-04-05 00:00:00,2026-03-27 00:00:00
52,394,20256,1187,1,4021,154084,0,2008-07-01,2026-03-04,1,101,0,,1,,0,2025-04-05 00:00:00,2026-03-27 00:00:00
53,400,20256,1223,1,,,0,2022-12-25,2026-03-04,1,101,1,,1,,0,2025-04-05 00:00:00,2026-03-27 00:00:00
54,297,2704,1224,1,2503,,0,2013-09-06,2026-03-04,1,232,0,,1,,0,2025-04-06 00:00:00,2026-03-27 00:00:00
55,297,20270,99,1,1705,140142,0,2017-09-06,2026-03-04,1,107,1,,1,,0,2025-04-06 00:00:00,2026-03-27 00:00:00
56,431,20271,1187,1,4025,131715,0,2020-03-10,2026-03-04,1,101,1,,1,,0,2025-04-10 00:00:00,2026-03-27 00:00:00
57,455,20272,1219,1,4021,133210,0,2020-05-01,2026-03-04,1,101,0,,1,,0,2025-04-10 00:00:00,2026-03-27 00:00:00
58,455,20245,1225,1,4021,133210,0,2023-06-01,2026-03-04,1,101,0,,1,,0,2025-04-10 00:00:00,2026-03-27 00:00:00
59,134,20273,309,1,4021,,0,2021-02-02,2026-03-04,1,101,0,,1,,1,2025-04-11 00:00:00,2026-03-27 00:00:00
60,481,20274,1202,1,4022,57867,0,2010-07-12,2026-03-04,1,101,0,"uploads/document/1744450798_ff98fcad73934ba92597.jpeg,",1,,0,2025-04-12 00:00:00,2026-03-27 00:00:00
61,481,20275,1226,1,4022,,0,2022-11-26,2026-03-04,1,101,0,"uploads/document/1744450913_ec6247dec956ea01535a.pdf,",1,,1,2025-04-12 00:00:00,2026-03-27 00:00:00
62,481,20276,1226,1,4022,,0,2023-12-22,2026-03-04,1,101,0,,1,,1,2025-04-12 00:00:00,2026-03-27 00:00:00
63,514,328,1202,1,4026,132127,0,2021-12-27,2026-03-04,1,101,1,,1,,0,2025-04-14 00:00:00,2026-03-27 00:00:00
64,524,120,1185,1,4021,154094,0,2021-05-22,2026-03-04,1,101,1,,1,,0,2025-04-14 00:00:00,2026-03-27 00:00:00
66,637,20279,1229,1,4030,,0,2020-04-03,2026-03-04,1,101,0,,1,,0,2025-04-20 00:00:00,2026-03-27 00:00:00
67,637,1539,1203,2,,,0,2022-03-01,2026-03-04,1,,0,,1,,0,2025-04-20 00:00:00,2026-03-27 00:00:00
68,637,184,1230,2,,,0,2024-09-02,2026-03-04,1,,1,,1,,0,2025-04-20 00:00:00,2026-03-27 00:00:00
69,641,730,1225,2,,,0,2025-01-01,2026-03-04,1,,0,,1,,0,2025-04-21 00:00:00,2026-03-27 00:00:00
70,642,556,1202,1,4022,,0,2019-04-20,2026-03-04,1,101,1,,1,,0,2025-04-21 00:00:00,2026-03-27 00:00:00
71,656,482,1185,1,4008,133024,0,2023-07-25,2026-03-04,1,101,0,,1,,0,2025-04-21 00:00:00,2026-03-27 00:00:00
72,657,473,1206,1,4008,,0,2022-08-15,2026-03-04,1,101,0,,1,,0,2025-04-21 00:00:00,2026-03-27 00:00:00
73,499,20256,1228,2,,,0,2017-06-21,2026-03-04,1,,1,,1,,0,2025-04-21 00:00:00,2026-03-27 00:00:00
74,672,229,1199,1,4007,131853,0,2021-08-01,2026-03-04,1,101,1,,1,,0,2025-04-22 00:00:00,2026-03-27 00:00:00
75,672,20281,1232,1,4012,0,0,2019-06-01,2026-03-04,1,101,0,,1,,0,2025-04-22 00:00:00,2026-03-27 00:00:00
76,690,20269,33,1,4021,133210,0,2023-08-23,2026-03-04,1,101,0,,1,,0,2025-04-23 00:00:00,2026-03-27 00:00:00
77,690,20249,1187,1,4021,154094,0,2024-02-23,2026-03-04,1,101,0,,1,,0,2025-04-23 00:00:00,2026-03-27 00:00:00
79,725,8404,1219,1,4021,131679,0,2014-04-01,2026-03-04,1,101,0,,1,,0,2025-04-24 00:00:00,2026-03-27 00:00:00
80,725,224,1213,1,4007,131853,0,2015-09-01,2026-03-04,1,101,0,,1,,0,2025-04-24 00:00:00,2026-03-27 00:00:00
81,725,117,33,1,4021,154084,0,2023-01-17,2026-03-04,1,101,1,,1,,0,2025-04-24 00:00:00,2026-03-27 00:00:00
82,730,753,1233,1,4022,132941,0,2022-01-24,2026-03-04,1,101,1,,1,,0,2025-04-24 00:00:00,2026-03-27 00:00:00
83,728,133,1228,2,,,0,2022-12-27,2026-03-04,1,,0,,1,,0,2025-04-24 00:00:00,2026-03-27 00:00:00
84,763,2782,1055,1,2434,,0,2021-09-16,2026-03-04,1,232,0,,1,,0,2025-04-24 00:00:00,2026-03-27 00:00:00
85,763,398,1217,1,4039,57995,0,2018-06-18,2026-03-04,1,101,0,,1,,0,2025-04-24 00:00:00,2026-03-27 00:00:00
86,723,1239,1234,1,,,0,2023-08-02,2026-03-04,1,101,1,,1,,0,2025-04-25 00:00:00,2026-03-27 00:00:00
87,88,20283,1235,1,4021,133461,0,2009-03-25,2026-03-04,1,101,0,,1,,0,2025-04-25 00:00:00,2026-03-27 00:00:00
88,134,20410,1236,1,4021,134404,0,2010-08-05,2026-03-04,1,101,0,"uploads/document/1764589015_f20c24264efe2815207a.pdf,",1,,0,2025-04-26 00:00:00,2026-03-27 00:00:00
89,313,133,1219,1,4021,131679,0,2015-02-26,2026-03-04,1,101,0,"uploads/document/1745661604_8950c684923a4ef48d29.pdf,",1,,0,2025-04-26 00:00:00,2026-03-27 00:00:00
90,837,466,1219,1,4008,133024,0,2020-06-10,2026-03-04,1,101,1,,1,,0,2025-04-26 00:00:00,2026-03-27 00:00:00
91,366,243,1236,1,4007,57787,0,2023-04-26,2026-03-04,1,101,1,,1,,0,2025-04-27 00:00:00,2026-03-27 00:00:00
92,887,20256,1192,1,4021,154084,0,2018-08-01,2026-03-04,1,101,1,,1,,0,2025-04-27 00:00:00,2026-03-27 00:00:00
93,906,331,1233,1,4026,57848,0,2021-03-17,2026-03-04,1,101,0,,1,,0,2025-04-28 00:00:00,2026-03-27 00:00:00
94,906,20284,1237,1,4026,57848,0,2024-11-04,2026-03-04,1,101,0,,1,,0,2025-04-28 00:00:00,2026-03-27 00:00:00
96,984,20285,1238,1,4012,132132,0,2014-04-29,2026-03-04,1,101,0,,1,,0,2025-04-29 00:00:00,2026-03-27 00:00:00
97,995,1154,1202,1,4012,132132,0,2014-09-30,2026-03-04,1,101,1,,1,,0,2025-04-29 00:00:00,2026-03-27 00:00:00
99,1009,732,1233,1,4022,6082,0,2020-06-06,2026-03-04,1,101,1,"uploads/document/1745908546_cd7055a6f0226cc82e1a.jpg,",1,,0,2025-04-29 00:00:00,2026-03-27 00:00:00
100,1012,20286,1239,1,4008,0,0,2019-08-08,2026-03-04,1,101,1,"uploads/document/1745910228_085c6f531571a6a92d09.jpeg,",1,,0,2025-04-29 00:00:00,2026-03-27 00:00:00
101,1017,20256,33,1,4021,,0,2024-12-04,2026-03-04,1,101,0,"uploads/document/1745912850_e21ba09f2efc048035e3.pdf,",1,,0,2025-04-29 00:00:00,2026-03-27 00:00:00
102,1020,801,803,1,4022,,0,2010-04-06,2026-03-04,1,101,1,,1,,0,2025-04-29 00:00:00,2026-03-27 00:00:00
103,724,20287,1219,1,4021,134404,0,2002-04-01,2026-03-04,1,101,0,,1,,0,2025-04-30 00:00:00,2026-03-27 00:00:00
104,724,20256,1221,1,4021,131679,0,2015-06-01,2026-03-04,1,101,0,,1,,0,2025-04-30 00:00:00,2026-03-27 00:00:00
105,724,1128,1240,1,4021,134404,0,2019-01-08,2026-03-04,1,101,0,,1,,0,2025-04-30 00:00:00,2026-03-27 00:00:00
106,1135,200,1217,1,4030,57606,0,2022-08-01,2026-03-04,1,101,1,,1,,0,2025-05-01 00:00:00,2026-03-27 00:00:00
107,1175,469,1241,1,4008,133116,0,2019-08-08,2026-03-04,1,101,1,"uploads/document/1746164014_7d3a774cea162b3853c8.pdf,",1,,0,2025-05-02 00:00:00,2026-03-27 00:00:00
108,1173,20288,1188,1,4008,132359,0,2016-06-15,2026-03-04,1,101,0,,1,,0,2025-05-02 00:00:00,2026-03-27 00:00:00
109,1173,20267,1242,2,,,0,2021-02-01,2026-03-04,1,,0,,1,,0,2025-05-02 00:00:00,2026-03-27 00:00:00
110,1173,20289,33,1,4008,132359,0,2023-03-01,2026-03-04,1,101,0,,1,,0,2025-05-02 00:00:00,2026-03-27 00:00:00
111,1187,283,1188,1,4014,133448,0,2020-11-01,2026-03-04,1,101,1,,1,,0,2025-05-02 00:00:00,2026-03-27 00:00:00
112,1222,757,1233,1,4021,154084,0,2018-08-01,2026-03-04,1,101,1,,1,,0,2025-05-03 00:00:00,2026-03-27 00:00:00
113,1248,361,1215,1,4022,133230,0,2020-07-01,2026-03-04,1,101,1,,1,,0,2025-05-03 00:00:00,2026-03-27 00:00:00
114,1297,20290,1206,1,4017,57698,0,2012-05-14,2026-03-04,1,101,1,,1,,0,2025-05-04 00:00:00,2026-03-27 00:00:00
115,1309,12996,1205,1,4007,131853,0,2015-04-04,2026-03-04,1,101,0,,1,,0,2025-05-04 00:00:00,2026-03-27 00:00:00
116,1309,12996,1219,1,4007,131853,0,2017-04-01,2026-03-04,1,101,0,,1,,0,2025-05-04 00:00:00,2026-03-27 00:00:00
117,1309,20291,1243,1,4007,131853,0,2018-08-01,2026-03-04,1,101,0,,1,,0,2025-05-04 00:00:00,2026-03-27 00:00:00
118,1309,20292,30,1,4007,131853,0,2021-06-01,2026-03-04,1,101,0,,1,,0,2025-05-04 00:00:00,2026-03-27 00:00:00
119,1309,20293,49,1,4007,131853,0,2024-03-09,2026-03-04,1,101,0,,1,,0,2025-05-04 00:00:00,2026-03-27 00:00:00
120,1377,20294,1233,1,4022,131953,0,2022-09-05,2026-03-04,1,101,0,,1,,0,2025-05-05 00:00:00,2026-03-27 00:00:00
121,1379,304,1233,1,4026,57848,0,2021-09-08,2026-03-04,1,101,1,"uploads/document/1746433854_2779e81b2afd0a546096.pdf,",1,,0,2025-05-05 00:00:00,2026-03-27 00:00:00
122,1427,649,1206,1,4035,131841,0,2020-07-01,2026-03-04,1,101,0,,1,,0,2025-05-05 00:00:00,2026-03-27 00:00:00
123,1434,1128,1221,1,4007,57675,0,2015-05-01,2026-03-04,1,101,1,,1,,0,2025-05-06 00:00:00,2026-03-27 00:00:00
124,1437,595,1209,1,4007,131853,0,2011-07-06,2026-03-04,1,101,1,,1,,0,2025-05-06 00:00:00,2026-03-27 00:00:00
125,1460,20297,1248,1,4008,132359,0,2024-08-23,2026-03-04,1,101,0,,1,,0,2025-05-06 00:00:00,2026-03-27 00:00:00
126,1377,14471,1219,1,4022,57687,0,2020-04-06,2026-03-04,1,101,0,,1,,0,2025-05-07 00:00:00,2026-03-27 00:00:00
127,1377,14471,1220,1,4022,57687,0,2018-04-06,2026-03-04,1,101,0,,1,,0,2025-05-07 00:00:00,2026-03-27 00:00:00
128,854,20303,1236,1,4012,132132,0,2021-11-23,2026-03-04,1,101,1,,1,,0,2025-05-07 00:00:00,2026-03-27 00:00:00
129,1544,1028,1215,1,4022,0,0,2023-07-01,2026-03-04,1,101,1,,1,,0,2025-05-08 00:00:00,2026-03-27 00:00:00
130,1548,2572,1050,1,2438,,0,2018-01-08,2026-03-04,1,232,1,,1,,0,2025-05-08 00:00:00,2026-03-27 00:00:00
131,1551,696,1100,1,4035,131517,0,2017-05-08,2026-03-04,1,101,1,,1,,0,2025-05-08 00:00:00,2026-03-27 00:00:00
132,1589,661,1184,1,4035,131517,0,2020-04-02,2026-03-04,1,101,0,,1,,0,2025-05-08 00:00:00,2026-03-27 00:00:00
133,1589,381,1233,1,4025,132092,0,2017-04-01,2026-03-04,1,101,0,,1,,0,2025-05-08 00:00:00,2026-03-27 00:00:00
134,1619,1149,1190,1,4021,131679,0,1999-05-01,2026-03-04,1,101,1,,1,,0,2025-05-09 00:00:00,2026-03-27 00:00:00
135,1624,20304,1202,1,4022,0,0,2020-09-13,2026-03-04,1,101,0,,1,,0,2025-05-09 00:00:00,2026-03-27 00:00:00
136,1648,20135,1220,1,4853,142001,0,2020-04-10,2026-03-04,1,101,0,,1,,0,2025-05-10 00:00:00,2026-03-27 00:00:00
137,1648,20135,1219,1,4853,142001,0,2022-04-10,2026-03-04,1,101,0,,1,,0,2025-05-10 00:00:00,2026-03-27 00:00:00
138,1648,854,30,2,,,0,2023-07-10,2026-03-04,1,,1,,1,,0,2025-05-10 00:00:00,2026-03-27 00:00:00
139,1674,6132,1220,1,4022,131845,0,2017-07-10,2026-03-04,1,101,0,"uploads/document/1746932566_1667512eb9cb68d20c0a.jpg,",1,,0,2025-05-11 00:00:00,2026-03-27 00:00:00
140,1674,20305,1219,1,4022,131845,0,2019-07-19,2026-03-04,1,101,1,"uploads/document/1746932697_2ea7b4666065bb3985f3.jpg,",1,,0,2025-05-11 00:00:00,2026-03-27 00:00:00
141,1700,1239,1242,1,4008,133024,0,2023-07-20,2026-03-04,1,101,1,,1,,0,2025-05-11 00:00:00,2026-03-27 00:00:00
142,1709,714,1183,1,4012,85474,0,2021-10-11,2026-03-04,1,101,0,,1,,0,2025-05-11 00:00:00,2026-03-27 00:00:00
143,1727,544,1241,1,4031,0,0,2014-08-04,2026-03-04,1,101,0,,1,,0,2025-05-12 00:00:00,2026-03-27 00:00:00
144,134,1,948,1,4021,133126,0,2025-03-01,2026-03-04,1,101,0,,1,,1,2025-05-12 00:00:00,2026-03-27 00:00:00
145,1765,20307,1253,1,4015,132785,0,2015-07-01,2026-03-04,1,101,1,,1,,0,2025-05-13 00:00:00,2026-03-27 00:00:00
146,1769,226,1254,1,4022,133753,0,2022-05-13,2026-03-04,1,101,1,,1,,0,2025-05-13 00:00:00,2026-03-27 00:00:00
147,1779,543,1215,1,4015,0,0,2022-08-20,2026-03-04,1,101,0,,1,,0,2025-05-13 00:00:00,2026-03-27 00:00:00
148,1779,20308,1185,1,4037,0,0,2013-08-09,2026-03-04,1,101,0,,1,,0,2025-05-13 00:00:00,2026-03-27 00:00:00
149,1792,804,1213,1,4022,147429,0,2012-04-13,2026-03-04,1,101,0,,1,,0,2025-05-13 00:00:00,2026-03-27 00:00:00
150,1792,804,1213,1,4022,147429,0,2012-04-13,2026-03-04,1,101,0,"uploads/document/1747137131_171d51480a7567826e21.pdf,",1,,0,2025-05-13 00:00:00,2026-03-27 00:00:00
151,1792,804,1213,1,4022,147429,0,2012-04-13,2026-03-04,1,101,0,"uploads/document/1747137153_af9a321c9d69212afaec.pdf,",1,,0,2025-05-13 00:00:00,2026-03-27 00:00:00
152,1827,20309,1218,1,4021,133210,0,2018-08-14,2026-03-04,1,101,0,,1,,0,2025-05-14 00:00:00,2026-03-27 00:00:00
153,1827,120,1215,2,,,0,2024-06-14,2026-03-04,1,,1,,1,,0,2025-05-14 00:00:00,2026-03-27 00:00:00
154,1839,764,1184,1,4022,57867,0,2019-06-01,2026-03-04,1,101,0,,1,,0,2025-05-14 00:00:00,2026-03-27 00:00:00
155,1839,20247,1233,1,4022,134091,0,2016-07-01,2026-03-04,1,101,0,,1,,0,2025-05-14 00:00:00,2026-03-27 00:00:00
156,1853,753,1233,1,4022,132941,0,2022-05-14,2026-03-04,1,101,1,,1,,0,2025-05-14 00:00:00,2026-03-27 00:00:00
157,1855,20310,1236,1,4022,0,0,2021-05-20,2026-03-04,1,101,1,,1,,0,2025-05-14 00:00:00,2026-03-27 00:00:00
158,950,20311,1255,1,4022,132958,0,2013-07-01,2026-03-04,1,101,0,,1,,0,2025-05-14 00:00:00,2026-03-27 00:00:00
159,950,20311,1215,1,4022,132958,0,2018-07-01,2026-03-04,1,101,1,,1,,0,2025-05-14 00:00:00,2026-03-27 00:00:00
160,1878,20312,1219,1,4037,133386,0,2017-07-30,2026-03-04,1,101,0,,1,,0,2025-05-15 00:00:00,2026-03-27 00:00:00
161,1878,20313,1256,1,4037,133386,0,2022-08-30,2026-03-04,1,101,1,"uploads/document/1747250326_88a2750da466a793f5c0.pdf,",1,,0,2025-05-15 00:00:00,2026-03-27 00:00:00
162,1882,5208,1220,1,4021,,0,2013-05-14,2026-03-04,1,101,1,,1,,0,2025-05-15 00:00:00,2026-03-27 00:00:00
163,1926,216,1184,1,4007,132032,0,2023-07-01,2026-03-04,1,101,0,"uploads/document/1747328576_25fd403c752e360aaf7f.pdf,",1,,0,2025-05-15 00:00:00,2026-03-27 00:00:00
164,1926,214,1233,1,4007,132315,0,2020-07-01,2026-03-04,1,101,0,"uploads/document/1747328852_115bf3cff07d6b346ac7.pdf,",1,,0,2025-05-15 00:00:00,2026-03-27 00:00:00
165,1982,543,1184,2,,,0,2022-04-15,2026-03-04,1,,1,"uploads/document/1747427796_359f2f243a0482d5fafe.jpg,",1,,0,2025-05-17 00:00:00,2026-03-27 00:00:00
166,1987,20315,1185,1,4013,58000,0,2023-08-01,2026-03-04,1,101,1,,1,,0,2025-05-17 00:00:00,2026-03-27 00:00:00
167,2000,745,1202,1,4021,133210,0,2020-01-01,2026-03-04,1,101,1,,1,,0,2025-05-17 00:00:00,2026-03-27 00:00:00
168,1130,11,1238,1,4017,132808,0,2020-06-15,2026-03-04,1,101,1,"uploads/document/1747479492_6d8936002a7bbc2db6bf.jpg,",1,,0,2025-05-17 00:00:00,2026-03-27 00:00:00
169,2025,730,1184,1,,,0,2025-05-01,2026-03-04,1,,1,,1,,0,2025-05-17 00:00:00,2026-03-27 00:00:00
170,2034,466,1239,1,4008,132214,0,2020-06-18,2026-03-04,1,101,1,,1,,0,2025-05-18 00:00:00,2026-03-27 00:00:00
171,2055,20317,1238,1,4035,131517,0,2017-05-01,2026-03-04,1,101,0,"uploads/document/1747573166_91459a6b46b824cb8fb0.jpg,",1,,0,2025-05-18 00:00:00,2026-03-27 00:00:00
172,2055,695,53,1,4035,131515,0,2021-12-01,2026-03-04,1,101,0,"uploads/document/1747573360_885002ba0061f4b03c4e.jpg,",1,,0,2025-05-18 00:00:00,2026-03-27 00:00:00
173,2090,1028,1185,1,4021,154084,0,2019-06-19,2026-03-04,1,101,0,,1,,0,2025-05-19 00:00:00,2026-03-27 00:00:00
174,2090,942,1050,1,866,16662,0,2024-01-08,2026-03-04,1,39,1,,1,,0,2025-05-19 00:00:00,2026-03-27 00:00:00
175,2111,560,1223,1,4022,133051,0,2009-04-01,2026-03-04,1,101,1,,1,,0,2025-05-19 00:00:00,2026-03-27 00:00:00
176,2140,5059,1259,1,4008,133024,0,2019-12-31,2026-03-04,1,101,1,,1,,0,2025-05-20 00:00:00,2026-03-27 00:00:00
177,2144,482,1188,1,4008,133024,0,2018-07-15,2026-03-04,1,101,1,"uploads/document/1747683063_ef2d0e8c5d87414d2bf0.jpg,",1,,0,2025-05-20 00:00:00,2026-03-27 00:00:00
178,121,482,1260,1,4008,133024,0,2019-08-08,2026-03-04,1,101,1,,1,,0,2025-05-20 00:00:00,2026-03-27 00:00:00
179,2179,827,1185,1,4016,131676,0,2019-07-01,2026-03-04,1,101,0,,1,,0,2025-05-20 00:00:00,2026-03-27 00:00:00
180,2189,20318,1214,1,4008,133024,0,2022-08-12,2026-03-04,1,101,1,,1,,0,2025-05-20 00:00:00,2026-03-27 00:00:00
181,2232,91,1261,1,4040,57981,0,2021-09-28,2026-03-04,1,101,1,,1,,0,2025-05-21 00:00:00,2026-03-27 00:00:00
182,2229,20319,1221,2,,,0,2012-07-10,2026-03-04,1,,1,,1,,0,2025-05-21 00:00:00,2026-03-27 00:00:00
183,2252,20322,1236,1,4022,133230,0,2012-08-21,2026-03-04,1,101,1,,1,,0,2025-05-21 00:00:00,2026-03-27 00:00:00
184,2254,20323,1240,1,4022,133051,0,2021-07-01,2026-03-04,1,101,1,"uploads/document/1747815271_1978f3ba7497de04d911.jpg,",1,,0,2025-05-21 00:00:00,2026-03-27 00:00:00
185,2262,742,1233,1,4022,132384,0,2021-10-14,2026-03-04,1,101,1,,1,,0,2025-05-21 00:00:00,2026-03-27 00:00:00
186,2264,17905,1220,1,4022,133302,0,2012-04-01,2026-03-04,1,101,0,,1,,0,2025-05-21 00:00:00,2026-03-27 00:00:00
187,2264,17905,1219,1,4022,133302,0,2014-04-01,2026-03-04,1,101,0,,1,,0,2025-05-21 00:00:00,2026-03-27 00:00:00
188,2264,738,1187,1,4022,133302,0,2015-08-10,2026-03-04,1,101,0,,1,,0,2025-05-21 00:00:00,2026-03-27 00:00:00
189,2284,729,1213,1,4022,0,0,2018-08-16,2026-03-04,1,101,1,,1,,0,2025-05-21 00:00:00,2026-03-27 00:00:00
