original_id,original_name,canonical_name,reason
8027,Front end web developer,Frontend Developer,Word count mismatch
8071,D?l?gu?e commerciale,D L Gu E Commerciale,Word count mismatch
8072,Charg?e de recrutement,Charg E De Recrutement,Word count mismatch
8089,Maths & science teacher,Maths Science Teacher,Word count mismatch
8095,Pre-owned sales manager,Pre Owned Sales Manager,Word count mismatch
8189,Commerciale s?dentaire,Commerciale S Dentaire,Word count mismatch
8207,T?cnico de laboratorio,T Cnico De Laboratorio,Word count mismatch
8240,Reporter & photographer,Reporter Photographer,Word count mismatch
8246,Security & fire officer,Security Fire Officer,Word count mismatch
8260,Head finance & accounts,Head Finance Accounts,Word count mismatch
8278,Co-founder and co-owner,Co Founder And Co Owner,Word count mismatch
8288,Fire & security officer,Fire Security Officer,Word count mismatch
8319,Front-end web developer,Frontend Developer,Word count mismatch
8328,Vp research/development,Vp Research Development,Word count mismatch
8330,T?cnico administrativo,T Cnico Administrativo,Word count mismatch
8366,Director de producci?n,Director De Producci N,Word count mismatch
8367,Director and co-founder,Director And Co Founder,Word count mismatch
8387,Co-founder and director,Co Founder And Director,Word count mismatch
8395,Charg?e de missions rh,Charg E De Missions Rh,Word count mismatch
8404,Consultant d?cisionnel,Consultant D Cisionnel,Word count mismatch
8506,Content writer & editor,Content Writer Editor,Word count mismatch
8522,Dtp operator & designer,Dtp Operator Designer,Word count mismatch
8554,T?cnica administrativa,T Cnica Administrativa,Word count mismatch
8571,Consultant ind?pendant,Consultant Ind Pendant,Word count mismatch
8610,Merchandiser & designer,Merchandiser Designer,Word count mismatch
8612,Web designer & animator,Web Designer Animator,Word count mismatch
8673,Store & purchase officer,Store Purchase Officer,Word count mismatch
8688,Repr?sentant commercial,Repr Sentant Commercial,Word count mismatch
8750,Ing?nieur de production,Ing Nieur De Production,Word count mismatch
8763,Director-human resources,Director Human Resources,Word count mismatch
8773,President and co-founder,President And Co Founder,Word count mismatch
8811,3d animator & compositor,3D Animator Compositor,Word count mismatch
8813,Surveyor & loss assessor,Surveyor Loss Assessor,Word count mismatch
8837,Estagi?ria de marketing,Estagi Ria De Marketing,Word count mismatch
8863,Post-doctoral researcher,Post Doctoral Researcher,Word count mismatch
8904,Manager - administration,Manager Administration,Word count mismatch
8934,Professor universit?rio,Professor Universit Rio,Word count mismatch
8956,Estagi?rio de marketing,Estagi Rio De Marketing,Word count mismatch
8970,Secretary & receptionist,Secretary Receptionist,Word count mismatch
9017,Web developer & designer,Web Developer Designer,Word count mismatch
9060,Receptionist & secretary,Receptionist Secretary,Word count mismatch
9084,Employ?e administrative,Employ E Administrative,Word count mismatch
9090,Fire & safety supervisor,Fire Safety Supervisor,Word count mismatch
9096,Conseill?re commerciale,Conseill Re Commerciale,Word count mismatch
9114,Supervisor de log?stica,Supervisor De Log Stica,Word count mismatch
9141,Co-founder and president,Co Founder And President,Word count mismatch
9156,Secretary & stenographer,Secretary Stenographer,Word count mismatch
9183,Sales/leasing consultant,Sales Leasing Consultant,Word count mismatch
9187,Supervisor de produ??o,Supervisor De Produ O,Word count mismatch
9189,Professor de matem?tica,Professor De Matem Tica,Word count mismatch
9193,Steno & office assistant,Steno Office Assistant,Word count mismatch
9221,Supervisor de producci?n,Supervisor De Producci N,Word count mismatch
9224,Senior manager - projects,Senior Manager Projects,Word count mismatch
9230,Supervisor de opera??es,Supervisor De Opera Es,Word count mismatch
9237,Sales & service executive,Sales Service Executive,Word count mismatch
9274,District & sessions judge,District Sessions Judge,Word count mismatch
9282,Project manager/estimator,Project Manager Estimator,Word count mismatch
9289,Marketing y comunicaci?n,Marketing Y Comunicaci N,Word count mismatch
9296,Editor & graphic designer,Editor Graphic Designer,Word count mismatch
9313,Vp finance/administration,Vp Finance Administration,Word count mismatch
9317,Computer operator & clerk,Computer Operator Clerk,Word count mismatch
9327,Asesor t?cnico comercial,Asesor T Cnico Comercial,Word count mismatch
9367,Security & safety officer,Security Safety Officer,Word count mismatch
9393,Advocate-customer service,Advocate Customer Service,Word count mismatch
9399,Instrutor de inform?tica,Instrutor De Inform Tica,Word count mismatch
9429,Steno & computer operator,Steno Computer Operator,Word count mismatch
9452,Advocate & tax consultant,Advocate Tax Consultant,Word count mismatch
9537,Financi?le administratie,Financi Le Administratie,Word count mismatch
9556,Sales & marketing manager,Sales Marketing Manager,Word count mismatch
9559,Safety & security manager,Safety Security Manager,Word count mismatch
9570,Web & multimedia designer,Web Multimedia Designer,Word count mismatch
9599,Charg?e de communication,Charg E De Communication,Word count mismatch
9619,Estimator/project manager,Estimator Project Manager,Word count mismatch
9622,Senior ui and ux designer,Senior User Interface And User Experience Designer,Word count mismatch
9638,Purchase & stores manager,Purchase Stores Manager,Word count mismatch
9691,Assistant manager - sales,Assistant Manager Sales,Word count mismatch
9693,Clerk & computer operator,Clerk Computer Operator,Word count mismatch
9714,Marketing & sales manager,Marketing Sales Manager,Word count mismatch
9725,Correspondent & sub editor,Correspondent Sub Editor,Word count mismatch
9739,Faculty & graphic designer,Faculty Graphic Designer,Word count mismatch
9747,Architect & urban designer,Architect Urban Designer,Word count mismatch
9759,Process & machine operator,Process Machine Operator,Word count mismatch
9760,Secr?taire administrative,Secr Taire Administrative,Word count mismatch
9804,Finance & accounts manager,Finance Accounts Manager,Word count mismatch
9825,Designer & site supervisor,Designer Site Supervisor,Word count mismatch
9831,Accounts & audit executive,Accounts Audit Executive,Word count mismatch
9832,Supervisor de manuten??o,Supervisor De Manuten O,Word count mismatch
9849,Senior front end developer,Senior Frontend Developer,Word count mismatch
9855,Tecnologia da informa??o,Tecnologia Da Informa O,Word count mismatch
9862,Legal & compliance officer,Legal Compliance Officer,Word count mismatch
9864,Finance & accounts officer,Finance Accounts Officer,Word count mismatch
9866,Sub editor & correspondent,Sub Editor Correspondent,Word count mismatch
9960,Legal & compliance manager,Legal Compliance Manager,Word count mismatch
9983,Graphic designer & faculty,Graphic Designer Faculty,Word count mismatch
10003,Audit & accounts assistant,Audit Accounts Assistant,Word count mismatch
10019,Manager accounts & finance,Manager Accounts Finance,Word count mismatch
10023,Co-chief executive officer,Co Chief Executive Officer,Word count mismatch
10068,Accounts & audit assistant,Accounts Audit Assistant,Word count mismatch
10100,Director sales & marketing,Director Sales Marketing,Word count mismatch
10111,Typist & computer operator,Typist Computer Operator,Word count mismatch
10122,"Nurse, registered-clinical",Nurse Registered Clinical,Word count mismatch
10127,Accounts & finance manager,Accounts Finance Manager,Word count mismatch
10132,Agente local de inova??o,Agente Local De Inova O,Word count mismatch
10175,Computer operator & typist,Computer Operator Typist,Word count mismatch
10180,Senior executive - finance,Senior Executive Finance,Word count mismatch
10188,Sales & leasing consultant,Sales Leasing Consultant,Word count mismatch
10238,Advocate & legal consultant,Advocate Legal Consultant,Word count mismatch
10244,Executive - human resources,Executive Human Resources,Word count mismatch
10289,Accountant & administration,Accountant Administration,Word count mismatch
10311,Speech-language pathologist,Speech Language Pathologist,Word count mismatch
10317,Senior associate - projects,Senior Associate Projects,Word count mismatch
10331,Packing & dispatch incharge,Packing Dispatch Incharge,Word count mismatch
10344,Marketing & sales executive,Marketing Sales Executive,Word count mismatch
10347,Hr & administration officer,Hr Administration Officer,Word count mismatch
10382,Graphic designer & animator,Graphic Designer Animator,Word count mismatch
10391,Manager accounts & taxation,Manager Accounts Taxation,Word count mismatch
10434,Animator & graphic designer,Animator Graphic Designer,Word count mismatch
10437,Sales & marketing executive,Sales Marketing Executive,Word count mismatch
10441,Copy editor & correspondent,Copy Editor Correspondent,Word count mismatch
10450,Computer operator & cashier,Computer Operator Cashier,Word count mismatch
10487,Accounts & office assistant,Accounts Office Assistant,Word count mismatch
10516,Assistant manager - finance,Assistant Manager Finance,Word count mismatch
10535,Office & accounts assistant,Office Accounts Assistant,Word count mismatch
10555,Hr & administration manager,Hr Administration Manager,Word count mismatch
10561,Senior manager - operations,Senior Manager Operations,Word count mismatch
10563,Software developer & tester,Software Developer Tester,Word count mismatch
10574,Graphic designer/visualiser,Graphic Designer Visualiser,Word count mismatch
10622,Correspondent & copy editor,Correspondent Copy Editor,Word count mismatch
10626,Pre-registration pharmacist,Pre Registration Pharmacist,Word count mismatch
10630,Legal & secretarial manager,Legal Secretarial Manager,Word count mismatch
10648,Design & development manager,Design Development Manager,Word count mismatch
10667,Chairman & managing director,Chairman Managing Director,Word count mismatch
10673,Agente de propaganda m?dica,Agente De Propaganda M Dica,Word count mismatch
10674,Office assistant & secretary,Office Assistant Secretary,Word count mismatch
10692,Children's ministry director,Children S Ministry Director,Word count mismatch
10704,Accounts & finance executive,Accounts Finance Executive,Word count mismatch
10715,Computer operator & designer,Computer Operator Designer,Word count mismatch
10763,Vice president - investments,Vice President Investments,Word count mismatch
10766,General manager - operations,General Manager Operations,Word count mismatch
10772,Accounts assistant & cashier,Accounts Assistant Cashier,Word count mismatch
10807,Senior reporter & sub editor,Senior Reporter Sub Editor,Word count mismatch
10809,Training & placement officer,Training Placement Officer,Word count mismatch
10850,Consultor t?cnico comercial,Consultor T Cnico Comercial,Word count mismatch
10862,Secretary & office assistant,Secretary Office Assistant,Word count mismatch
10867,Finance & accounts executive,Finance Accounts Executive,Word count mismatch
10882,Security & vigilance manager,Security Vigilance Manager,Word count mismatch
10892,Charg?e d'?tudes marketing,Charg E D Tudes Marketing,Word count mismatch
10956,Senior sub editor & reporter,Senior Sub Editor Reporter,Word count mismatch
10979,Computer operator & accounts,Computer Operator Accounts,Word count mismatch
10997,Examiner of patents & designs,Examiner Of Patents Designs,Word count mismatch
11002,Legal & secretarial executive,Legal Secretarial Executive,Word count mismatch
11014,Hr & administration assistant,Hr Administration Assistant,Word count mismatch
11024,Co-founder and vice president,Co Founder And Vice President,Word count mismatch
11040,Assistant manager - marketing,Assistant Manager Marketing,Word count mismatch
11041,Post-doctoral research fellow,Post Doctoral Research Fellow,Word count mismatch
11054,Secretary & computer operator,Secretary Computer Operator,Word count mismatch
11069,Manufacturer's representative,Manufacturer S Representative,Word count mismatch
11073,Hr & administration executive,Hr Administration Executive,Word count mismatch
11089,Hardware & networking faculty,Hardware Networking Faculty,Word count mismatch
11093,Computer operator & assistant,Computer Operator Assistant,Word count mismatch
11097,Journaliste reporter d'images,Journaliste Reporter D Images,Word count mismatch
11148,Web designer & flash animator,Web Designer Flash Animator,Word count mismatch
11153,Analista de marketing s?nior,Analista De Marketing S Nior,Word count mismatch
11155,Computer operator & secretary,Computer Operator Secretary,Word count mismatch
11175,Office assistant & accountant,Office Assistant Accountant,Word count mismatch
11195,Senior graphic & web designer,Senior Graphic Web Designer,Word count mismatch
11222,Architect & interior designer,Architect Interior Designer,Word count mismatch
11225,Manager - sales and marketing,Manager Sales And Marketing,Word count mismatch
11239,Director of sales & marketing,Director Of Sales Marketing,Word count mismatch
11247,Accountant & office assistant,Accountant Office Assistant,Word count mismatch
11252,Reservation & ticketing staff,Reservation Ticketing Staff,Word count mismatch
11275,Visualiser & graphic designer,Visualiser Graphic Designer,Word count mismatch
11303,Research & development manager,Research Development Manager,Word count mismatch
11314,Company secretary & legal head,Company Secretary Legal Head,Word count mismatch
11335,Graphic designer & 2d animator,Graphic Designer 2D Animator,Word count mismatch
11345,Research & development chemist,Research Development Chemist,Word count mismatch
11355,Graphic designer & illustrator,Graphic Designer Illustrator,Word count mismatch
11359,Ing?nieur technico-commercial,Ing Nieur Technico Commercial,Word count mismatch
11375,Assistant manager - operations,Assistant Manager Operations,Word count mismatch
11420,Senior designer & merchandiser,Senior Designer Merchandiser,Word count mismatch
11424,Head legal & company secretary,Head Legal Company Secretary,Word count mismatch
11440,Legal & administration manager,Legal Administration Manager,Word count mismatch
11450,Accountant & computer operator,Accountant Computer Operator,Word count mismatch
11468,Research & development officer,Research Development Officer,Word count mismatch
11479,Co-founder and general manager,Co Founder And General Manager,Word count mismatch
11484,Manager - finance and accounts,Manager Finance And Accounts,Word count mismatch
11499,Law clerk & research assistant,Law Clerk Research Assistant,Word count mismatch
11509,Head security & administration,Head Security Administration,Word count mismatch
11527,Legal & administration officer,Legal Administration Officer,Word count mismatch
11530,System & network administrator,System Network Administrator,Word count mismatch
11531,Interior designer & supervisor,Interior Designer Supervisor,Word count mismatch
11534,Graphic designer & 3d animator,Graphic Designer 3D Animator,Word count mismatch
11540,Research & development trainee,Research Development Trainee,Word count mismatch
11547,Ing?nieur technico commercial,Ing Nieur Technico Commercial,Word count mismatch
11562,Faculty & system administrator,Faculty System Administrator,Word count mismatch
11565,Network & system administrator,Network System Administrator,Word count mismatch
11571,Agente de organiza??o escolar,Agente De Organiza O Escolar,Word count mismatch
11642,System & database administrator,System Database Administrator,Word count mismatch
11645,Reservation & ticketing officer,Reservation Ticketing Officer,Word count mismatch
11647,Co-founder and managing partner,Co Founder And Managing Partner,Word count mismatch
11648,Ticketing & reservation officer,Ticketing Reservation Officer,Word count mismatch
11676,Professor de educa??o f?sica,Professor De Educa O F Sica,Word count mismatch
11691,Office assistant & receptionist,Office Assistant Receptionist,Word count mismatch
11710,Autorisert finansiell r?dgiver,Autorisert Finansiell R Dgiver,Word count mismatch
11725,Fashion designer & merchandiser,Fashion Designer Merchandiser,Word count mismatch
11733,Receptionist & office assistant,Receptionist Office Assistant,Word count mismatch
11744,Stenographer & office assistant,Stenographer Office Assistant,Word count mismatch
11752,Merchandiser & fashion designer,Merchandiser Fashion Designer,Word count mismatch
11760,Responsable technico-commercial,Responsable Technico Commercial,Word count mismatch
11780,Associate indexing & abstracting,Associate Indexing Abstracting,Word count mismatch
11789,Legal & administration executive,Legal Administration Executive,Word count mismatch
11790,Executive - business development,Executive Business Development,Word count mismatch
11807,Co-founder and managing director,Co Founder And Managing Director,Word count mismatch
11812,Merchandiser & quality assurance,Merchandiser Quality Assurance,Word count mismatch
11817,Computer operator & receptionist,Computer Operator Receptionist,Word count mismatch
11823,Finance & administration manager,Finance Administration Manager,Word count mismatch
11827,Senior sales & marketing manager,Senior Sales Marketing Manager,Word count mismatch
11848,Post-doctoral research associate,Post Doctoral Research Associate,Word count mismatch
11887,Office asset & computer operator,Office Asset Computer Operator,Word count mismatch
11897,Assistant men's basketball coach,Assistant Men S Basketball Coach,Word count mismatch
11904,Deputy manager - human resources,Deputy Manager Human Resources,Word count mismatch
11915,Co-founder and creative director,Co Founder And Creative Director,Word count mismatch
11920,Managing director and co-founder,Managing Director And Co Founder,Word count mismatch
11923,Hardware & network administrator,Hardware Network Administrator,Word count mismatch
11925,Receptionist & computer operator,Receptionist Computer Operator,Word count mismatch
11940,Stenographer & computer operator,Stenographer Computer Operator,Word count mismatch
11946,Research & development executive,Research Development Executive,Word count mismatch
11959,President/chief executive officer,President Chief Executive Officer,Word count mismatch
11961,Security & administration manager,Security Administration Manager,Word count mismatch
11968,Telephone operator & receptionist,Telephone Operator Receptionist,Word count mismatch
